channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
ucc,scatter,8,8,0.486423,0.558993,0.493538,0.0157,0.0,20,False,0,64,64,3
ucc,scatter,64,64,0.482823,0.712293,0.495695,0.1264,0.0,20,False,0,64,64,3
ucc,scatter,512,512,0.491409,0.56838,0.495113,0.9936,0.0,20,False,0,64,64,3
ucc,scatter,4096,4096,0.587773,0.658537,0.595453,6.6459,0.0,20,False,0,64,64,3
ucc,scatter,32768,32768,1.181508,1.371,1.192323,26.4492,0.0,20,False,0,64,64,3
ucc,scatter,262144,262144,27.211458,27.632662,27.16923,9.1873,0.0,20,False,0,64,64,3
ucc,scatter,1048576,1048576,126.522181,151.777536,126.82261,7.9038,0.0,20,False,0,64,64,3
ucc,scatterv,8,4,0.482748,0.520635,0.486055,0.0079,0.0,20,False,0,64,64,3
ucc,scatterv,64,4,0.476459,0.515168,0.479318,0.008,0.0,20,False,0,64,64,3
ucc,scatterv,512,8,0.476371,0.540191,0.478649,0.016,0.0,20,False,0,64,64,3
ucc,scatterv,4096,64,0.514853,0.551308,0.518391,0.1185,0.0,20,False,0,64,64,3
ucc,scatterv,32768,512,0.832948,1.296366,0.890593,0.5862,0.0,20,False,0,64,64,3
ucc,scatterv,262144,4096,5.122223,5.269795,5.145433,0.7626,0.0,20,False,0,64,64,3
ucc,scatterv,1048576,16384,36.135319,41.032013,36.790071,0.4324,0.0,20,False,0,64,64,3
ucc,gather,8,8,0.321389,0.648362,0.338103,0.0237,0.0,20,False,0,64,64,3
ucc,gather,64,64,0.323658,1.12396,0.371502,0.1886,0.0,20,False,0,64,64,3
ucc,gather,512,512,0.283179,1.699467,0.384367,1.7243,0.0,20,False,0,64,64,3
ucc,gather,4096,4096,0.372718,3.863304,0.621933,10.4805,0.0,20,False,0,64,64,3
ucc,gather,32768,32768,1.067193,19.01656,1.988011,29.2824,0.0,20,False,0,64,64,3
ucc,gather,262144,262144,11.675979,12.311224,11.72686,21.4115,0.0,20,False,0,64,64,3
ucc,gather,1048576,1048576,34.707611,35.637521,34.795771,28.8121,0.0,20,False,0,64,64,3
ucc,allgather,8,8,0.632935,0.965529,0.66988,0.0121,0.0,20,False,0,64,64,3
ucc,allgather,64,64,3.126029,4.090739,3.184757,0.0195,0.0,20,False,0,64,64,3
ucc,allgather,512,512,3.150245,4.092893,3.172058,0.155,0.0,20,False,0,64,64,3
ucc,allgather,4096,4096,3.681153,4.120133,3.688451,1.0611,0.0,20,False,0,64,64,3
ucc,allgather,32768,32768,4.926029,6.397493,4.979819,6.3439,0.0,20,False,0,64,64,3
ucc,allgather,262144,262144,16.838165,18.932658,16.960561,14.8472,0.0,20,False,0,64,64,3
ucc,allgather,1048576,1048576,63.489733,66.939086,63.268709,15.7506,0.0,20,False,0,64,64,3
ucc,reduce,8,8,0.183448,0.79419,0.208792,0.0416,0.0,20,False,0,64,64,3
ucc,broadcast,8,8,0.144799,0.16309,0.138695,0.0527,0.0,20,False,0,64,64,3
ucc,broadcast,64,64,0.149933,0.163088,0.147513,0.4071,0.0,20,False,0,64,64,3
ucc,broadcast,512,512,0.157238,0.200077,0.152724,3.1054,0.0,20,False,0,64,64,3
ucc,broadcast,4096,4096,0.131745,0.166926,0.137333,29.6501,0.0,20,False,0,64,64,3
ucc,broadcast,32768,32768,0.16664,0.24473,0.165843,187.53,0.0,20,False,0,64,64,3
ucc,broadcast,262144,262144,0.24233,0.29776,0.245566,1031.6489,0.0,20,False,0,64,64,3
ucc,broadcast,1048576,1048576,0.478799,0.567109,0.483091,2088.5591,0.0,20,False,0,64,64,3
ucc,allreduce,8,8,0.379892,0.456186,0.374728,0.0201,0.0,20,False,0,64,64,3
ucc,barrier,0,0,0.184833,0.281142,0.17627,0.0,0.184833,20,False,0,64,64,3
