rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,535.7978343963623,7,0.00013113021850585938,2.4080276489257812e-05,6.771087646484375e-05,0.0005354881286621094,0.006006002426147461,0.05016183853149414,0.478832483291626,3.4189224243164062,535.7978343963623,58.64286422729492,0.03528594970703125
1,540.3034687042236,7,4.8160552978515625e-05,1.4543533325195312e-05,6.365776062011719e-05,0.0003867149353027344,0.0056531429290771484,0.049538373947143555,0.48456358909606934,0.11873245239257812,540.3034687042236,58.64286422729492,0.019073486328125
2,536.0331535339355,7,4.8160552978515625e-05,1.3113021850585938e-05,5.269050598144531e-05,0.00043082237243652344,0.0056324005126953125,0.04929161071777344,0.4805276393890381,0.11539459228515625,540.3034687042236,58.64286422729492,0.017404556274414062
3,536.8294715881348,7,4.649162292480469e-05,1.33514404296875e-05,5.221366882324219e-05,0.00041031837463378906,0.005623817443847656,0.049040794372558594,0.48160552978515625,0.12040138244628906,540.3034687042236,58.64286422729492,0.01811981201171875
4,536.1106395721436,7,5.030632019042969e-05,1.4781951904296875e-05,5.1975250244140625e-05,0.00038933753967285156,0.005679130554199219,0.04842257499694824,0.48146486282348633,0.1201629638671875,540.3034687042236,58.64286422729492,0.020265579223632812
5,535.2859497070312,7,4.696846008300781e-05,1.4543533325195312e-05,5.936622619628906e-05,0.0003859996795654297,0.005612373352050781,0.04854106903076172,0.4805784225463867,0.11706352233886719,540.3034687042236,58.64286422729492,0.0171661376953125
6,533.1530570983887,7,4.7206878662109375e-05,1.4066696166992188e-05,5.078315734863281e-05,0.0003864765167236328,0.005635499954223633,0.0483393669128418,0.47864460945129395,0.11944770812988281,540.3034687042236,58.64286422729492,0.016927719116210938
7,533.5302352905273,7,4.7206878662109375e-05,1.4543533325195312e-05,5.078315734863281e-05,0.00038909912109375,0.0056362152099609375,0.04952645301818848,0.4778270721435547,0.11968612670898438,540.3034687042236,58.64286422729492,0.019311904907226562
8,532.5908660888672,7,5.078315734863281e-05,1.5020370483398438e-05,5.1975250244140625e-05,0.0004017353057861328,0.005602836608886719,0.04851841926574707,0.47791552543640137,0.11658668518066406,540.3034687042236,58.64286422729492,0.0171661376953125
9,549.6261119842529,7,4.7206878662109375e-05,1.430511474609375e-05,5.125999450683594e-05,0.0003871917724609375,0.0056247711181640625,0.049527645111083984,0.49393606185913086,0.12254714965820312,549.6261119842529,58.64286422729492,0.019550323486328125
