rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,530.6606292724609,7,0.00011372566223144531,2.384185791015625e-05,6.747245788574219e-05,0.0005362033843994141,0.006033658981323242,0.04808926582336426,0.47576117515563965,3.432035446166992,530.6606292724609,30.714035034179688,0.030279159545898438
1,531.1434268951416,7,4.5299530029296875e-05,1.3589859008789062e-05,6.270408630371094e-05,0.00038933753967285156,0.005596160888671875,0.048069000244140625,0.4769320487976074,0.11849403381347656,531.1434268951416,30.714035034179688,0.020742416381835938
2,530.8389663696289,7,4.458427429199219e-05,1.2636184692382812e-05,5.340576171875e-05,0.0003895759582519531,0.005558967590332031,0.04824686050415039,0.47649598121643066,0.11944770812988281,531.1434268951416,30.714035034179688,0.019550323486328125
3,531.451940536499,7,4.696846008300781e-05,1.3589859008789062e-05,5.054473876953125e-05,0.00038361549377441406,0.0056340694427490234,0.048564910888671875,0.47672295570373535,0.11920928955078125,531.451940536499,30.714035034179688,0.018835067749023438
4,531.5098762512207,7,4.57763671875e-05,1.3589859008789062e-05,5.078315734863281e-05,0.0003879070281982422,0.005658388137817383,0.04784750938415527,0.4774661064147949,0.11658668518066406,531.5098762512207,30.714035034179688,0.019073486328125
5,532.8106880187988,7,4.506111145019531e-05,1.3828277587890625e-05,5.91278076171875e-05,0.0003960132598876953,0.0056438446044921875,0.04834342002868652,0.478271484375,0.11849403381347656,532.8106880187988,30.714035034179688,0.0171661376953125
6,531.0635566711426,7,4.458427429199219e-05,1.3589859008789062e-05,4.982948303222656e-05,0.00038504600524902344,0.0056536197662353516,0.047607421875,0.47727298736572266,0.11968612670898438,532.8106880187988,30.714035034179688,0.018358230590820312
7,531.388521194458,7,4.673004150390625e-05,1.4066696166992188e-05,5.078315734863281e-05,0.0003864765167236328,0.005647182464599609,0.048171043395996094,0.4770364761352539,0.11658668518066406,532.8106880187988,30.714035034179688,0.01811981201171875
8,530.3311347961426,7,4.744529724121094e-05,1.3828277587890625e-05,5.078315734863281e-05,0.00038623809814453125,0.005615949630737305,0.048009634017944336,0.47617006301879883,0.11610984802246094,532.8106880187988,30.714035034179688,0.018835067749023438
9,528.1398296356201,7,4.601478576660156e-05,1.4781951904296875e-05,5.0067901611328125e-05,0.0003879070281982422,0.005607128143310547,0.04784798622131348,0.4741499423980713,0.11587142944335938,532.8106880187988,30.714035034179688,0.017881393432617188
