channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
fmi-direct-redis,scatter,8,8,0.04638,0.054468,0.047534,0.1645,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,64,64,0.04733,0.053104,0.047692,1.2896,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,512,512,0.0486,0.084481,0.052889,10.0469,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,4096,4096,0.063369,0.079657,0.064511,61.6429,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,32768,32768,0.116397,0.132053,0.118515,268.4777,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,262144,262144,0.606072,0.653704,0.607331,412.4922,0.0,20,False,0,4,4,3
fmi-direct-redis,scatter,1048576,1048576,2.482161,2.826805,2.505384,402.8747,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,8,4,0.047479,0.056753,0.04796,0.0803,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,64,16,0.046747,0.051633,0.047415,0.3264,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,512,128,0.049506,0.057957,0.050198,2.4658,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,4096,1024,0.051238,0.061181,0.051733,19.0592,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,32768,8192,0.103329,0.119176,0.103599,75.6084,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,262144,65536,0.415915,0.458903,0.417699,150.2711,0.0,20,False,0,4,4,3
fmi-direct-redis,scatterv,1048576,262144,1.674048,1.971596,1.674972,149.3386,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,8,8,0.762422,0.868719,0.755496,0.01,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,64,64,0.75725,0.855485,0.710384,0.0806,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,512,512,0.710503,0.876161,0.704458,0.6872,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,4096,4096,0.777348,0.803826,0.766746,5.0251,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,32768,32768,0.833611,0.88456,0.831899,37.4875,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,262144,262144,0.977419,1.115312,0.993112,255.7755,0.0,20,False,0,4,4,3
fmi-direct-redis,gather,1048576,1048576,2.483449,2.698448,2.489257,402.6658,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,8,8,1.230376,1.437143,1.250243,0.0062,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,64,64,1.197961,1.472636,1.23378,0.0509,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,512,512,1.145287,1.167815,1.144866,0.4263,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,4096,4096,1.244518,1.351477,1.259055,3.1388,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,32768,32768,1.485041,1.578923,1.484095,21.0432,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,262144,262144,1.357727,1.616455,1.364729,184.1313,0.0,20,False,0,4,4,3
fmi-direct-redis,allgather,1048576,1048576,3.79172,3.94704,3.765029,263.7326,0.0,20,False,0,4,4,3
fmi-direct-redis,reduce,8,8,0.743611,0.998781,0.761356,0.0103,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,8,8,0.042778,0.048952,0.043281,0.1783,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,64,64,0.045366,0.051185,0.045718,1.3454,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,512,512,0.041917,0.055542,0.043343,11.6486,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,4096,4096,0.045295,0.055802,0.046065,86.2402,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,32768,32768,0.059601,0.064539,0.059756,524.3201,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,262144,262144,0.181974,0.197915,0.180584,1373.8264,0.0,20,False,0,4,4,3
fmi-direct-redis,broadcast,1048576,1048576,0.624072,0.685854,0.616461,1602.3792,0.0,20,False,0,4,4,3
fmi-direct-redis,allreduce,8,8,0.86127,0.907041,0.8369,0.0089,0.0,20,False,0,4,4,3
fmi-direct-redis,barrier,0,0,0.420907,0.476544,0.426861,0.0,0.420907,20,False,0,4,4,3
