channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
fmi-direct-redis,scatter,8,8,0.052913,0.062579,0.053704,0.1442,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,64,64,0.049375,0.053823,0.04981,1.2362,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,512,512,0.050554,0.068564,0.052637,9.6587,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,4096,4096,0.071453,0.082771,0.070065,54.6688,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,32768,32768,0.123302,0.14069,0.125359,253.4428,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,262144,262144,0.577789,0.613728,0.576099,432.6839,0.0,20,False,0,4,4,2
fmi-direct-redis,scatter,1048576,1048576,2.392227,2.569556,2.397201,418.0205,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,8,4,0.051399,0.07801,0.053919,0.0742,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,64,16,0.051664,0.064694,0.052628,0.2953,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,512,128,0.051172,0.058264,0.052277,2.3855,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,4096,1024,0.055092,0.066627,0.056226,17.726,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,32768,8192,0.10166,0.133326,0.106156,76.8497,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,262144,65536,0.36842,0.391035,0.371113,169.6436,0.0,20,False,0,4,4,2
fmi-direct-redis,scatterv,1048576,262144,1.423338,1.551077,1.430462,175.6435,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,8,8,0.728272,0.992655,0.727663,0.0105,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,64,64,0.785646,0.943751,0.773875,0.0777,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,512,512,0.709873,0.794256,0.696117,0.6878,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,4096,4096,0.793455,0.897002,0.779917,4.9231,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,32768,32768,0.742656,0.865614,0.740756,42.0787,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,262144,262144,0.868436,0.948803,0.867803,287.8738,0.0,20,False,0,4,4,2
fmi-direct-redis,gather,1048576,1048576,2.508149,2.575692,2.504394,398.7004,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,8,8,0.909348,0.95971,0.91219,0.0084,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,64,64,0.909254,1.038984,0.920355,0.0671,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,512,512,0.807374,1.009096,0.835756,0.6048,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,4096,4096,0.758722,0.825988,0.772388,5.1485,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,32768,32768,0.908279,0.986717,0.911542,34.4057,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,262144,262144,1.253838,1.818305,1.340172,199.3877,0.0,20,False,0,4,4,2
fmi-direct-redis,allgather,1048576,1048576,4.361609,4.727358,4.316999,229.2732,0.0,20,False,0,4,4,2
fmi-direct-redis,reduce,8,8,0.713723,0.850414,0.700722,0.0107,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,8,8,0.04296,0.051914,0.043753,0.1776,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,64,64,0.042784,0.060231,0.044075,1.4266,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,512,512,0.042632,0.045884,0.04298,11.4533,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,4096,4096,0.046406,0.08163,0.04806,84.1755,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,32768,32768,0.059213,0.064124,0.059091,527.7513,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,262144,262144,0.18262,0.195421,0.175102,1368.9666,0.0,20,False,0,4,4,2
fmi-direct-redis,broadcast,1048576,1048576,0.562057,0.614531,0.554916,1779.179,0.0,20,False,0,4,4,2
fmi-direct-redis,allreduce,8,8,0.904194,0.92622,0.900565,0.0084,0.0,20,False,0,4,4,2
fmi-direct-redis,barrier,0,0,0.400024,0.462882,0.415228,0.0,0.400024,20,False,0,4,4,2
