scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,8,9100000,72800000,0,2965.655595064163,36400000,20828.328847885132,23725.244760513306,6.888389587402344,231.74047470092773
w,8,9100000,72800000,1,1973.7243354320526,36400000,19098.495721817017,23725.244760513306,6.888389587402344,147.74584770202637
w,8,9100000,72800000,2,2078.6480009555817,36400000,19477.56266593933,23725.244760513306,6.888389587402344,1128.7691593170166
w,8,9100000,72800000,3,2122.415602207184,36400000,19134.530782699585,23725.244760513306,6.888389587402344,58.99524688720703
w,8,9100000,72800000,4,2227.5332510471344,36400000,19152.382612228394,23725.244760513306,6.888389587402344,479.26878929138184
w,8,9100000,72800000,5,2206.4216434955597,36400000,19409.59095954895,23725.244760513306,6.888389587402344,191.04361534118652
w,8,9100000,72800000,6,2052.562803030014,36400000,19249.255657196045,23725.244760513306,6.888389587402344,260.0531578063965
w,8,9100000,72800000,7,2016.831874847412,36400000,19164.336442947388,23725.244760513306,6.888389587402344,356.9531440734863
w,8,9100000,72800000,8,1967.2781229019165,36400000,19227.64778137207,23725.244760513306,6.888389587402344,102.5846004486084
w,8,9100000,72800000,9,1986.0889315605164,36400000,19201.889991760254,23725.244760513306,6.888389587402344,245.89967727661133
