scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,4,1137500,4550000,0,238.03168535232544,4550000,2448.356866836548,952.1267414093018,25.437116622924805,21.528005599975586
s,4,1137500,4550000,1,230.27366399765015,4550000,2190.544366836548,952.1267414093018,25.437116622924805,0.33545494079589844
s,4,1137500,4550000,2,247.85780906677246,4550000,2206.8283557891846,991.4312362670898,25.437116622924805,2.4759769439697266
s,4,1137500,4550000,3,228.90329360961914,4550000,2174.0100383758545,991.4312362670898,25.437116622924805,4.188299179077148
s,4,1137500,4550000,4,252.84922122955322,4550000,2254.6865940093994,1011.3968849182129,25.437116622924805,51.119089126586914
s,4,1137500,4550000,5,238.20418119430542,4550000,2279.76393699646,1011.3968849182129,25.437116622924805,1.5308856964111328
s,4,1137500,4550000,6,245.3552484512329,4550000,2199.294090270996,1011.3968849182129,25.437116622924805,0.31447410583496094
s,4,1137500,4550000,7,229.64972257614136,4550000,2172.5804805755615,1011.3968849182129,25.437116622924805,0.34165382385253906
s,4,1137500,4550000,8,241.60993099212646,4550000,2166.6784286499023,1011.3968849182129,25.437116622924805,0.3256797790527344
s,4,1137500,4550000,9,223.58638048171997,4550000,2166.018009185791,1011.3968849182129,25.437116622924805,8.450031280517578
