scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,32,142187,4550000,0,59.75324660539627,568748,504.6360492706299,1912.1038913726807,28.441905975341797,1146.8098163604736
s,32,142187,4550000,1,38.189731538295746,568748,437.53552436828613,1912.1038913726807,28.441905975341797,97.50914573669434
s,32,142187,4550000,2,42.99524426460266,568748,413.58327865600586,1912.1038913726807,28.441905975341797,133.71992111206055
s,32,142187,4550000,3,36.25660389661789,568748,403.81479263305664,1912.1038913726807,28.441905975341797,110.86606979370117
s,32,142187,4550000,4,32.34302997589111,568748,391.9034004211426,1912.1038913726807,28.441905975341797,95.41082382202148
s,32,142187,4550000,5,35.53932160139084,568748,393.787145614624,1912.1038913726807,28.441905975341797,33.29181671142578
s,32,142187,4550000,6,42.4981564283371,568748,400.3286361694336,1912.1038913726807,28.441905975341797,66.47777557373047
s,32,142187,4550000,7,38.86774182319641,568748,394.2892551422119,1912.1038913726807,28.441905975341797,43.12610626220703
s,32,142187,4550000,8,41.09613597393036,568748,395.13278007507324,1912.1038913726807,28.441905975341797,84.66720581054688
s,32,142187,4550000,9,48.223577439785004,568748,418.384313583374,1912.1038913726807,28.441905975341797,111.2985610961914
