scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,2,9100000,18200000,0,4323.707818984985,20222454,5.393028259277344,8647.41563796997,1081.7618370056152,1027.0655155181885,317.0151710510254,4323.580741882324,1032.4516296386719,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,1,4299.390196800232,20222454,4.984855651855469,8647.41563796997,1081.7618370056152,1.1475086212158203,317.0151710510254,4299.296855926514,6.126165390014648,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,2,4249.309659004211,20222454,6.050825119018555,8647.41563796997,1081.7618370056152,1.0840892791748047,317.0151710510254,4249.070644378662,7.1277618408203125,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,3,4242.330312728882,20222454,4.826545715332031,8647.41563796997,1081.7618370056152,1.2812614440917969,317.0151710510254,4242.2034740448,6.102323532104492,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,4,4297.149896621704,20222454,4.585504531860352,8647.41563796997,1081.7618370056152,1.0056495666503906,317.0151710510254,4297.044515609741,5.585670471191406,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,5,4255.910634994507,20222454,4.552602767944336,8647.41563796997,1081.7618370056152,1.0831356048583984,317.0151710510254,4255.7783126831055,5.630731582641602,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,6,4258.506655693054,20222454,4.704952239990234,8647.41563796997,1081.7618370056152,1.0859966278076172,317.0151710510254,4257.489919662476,5.785703659057617,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,7,4278.260350227356,20222454,4.305601119995117,8647.41563796997,1081.7618370056152,10.898828506469727,317.0151710510254,4268.309831619263,15.195131301879883,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,8,4322.563886642456,20222454,4.555463790893555,8647.41563796997,1081.7618370056152,1.0960102081298828,317.0151710510254,4322.345495223999,5.645513534545898,10240,8647.41563796997,86.4741563796997,0.0014416388221335412,0.00015000000000000001,0.0015916388221335412
w,2,9100000,18200000,9,4329.768657684326,20222454,4.9800872802734375,8659.537315368652,1081.7618370056152,1.1022090911865234,317.0151710510254,4329.756021499634,6.07609748840332,10240,8659.537315368652,86.59537315368652,0.0014436591057405473,0.00015000000000000001,0.0015936591057405473
