scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,16,9100000,145600000,0,5515.870302915573,161774191,28.21803092956543,88253.92484664917,15401.138544082642,19543.8232421875,316.26152992248535,4847.619533538818,19572.028875350952,10240,88253.92484664917,882.5392484664917,0.014712216892416478,0.0005,0.015212216892416478
w,16,9100000,145600000,1,5489.7303730249405,161774191,27.43697166442871,88253.92484664917,15401.138544082642,584.3536853790283,316.26152992248535,4910.51459312439,611.7794513702393,10240,88253.92484664917,882.5392484664917,0.014712216892416478,0.0005,0.015212216892416478
w,16,9100000,145600000,2,5820.013582706451,161774191,16.619443893432617,93120.21732330322,15401.138544082642,689.9290084838867,316.26152992248535,5135.123729705811,706.5377235412598,10240,93120.21732330322,931.2021732330322,0.015523267260622978,0.0005,0.01602326726062298
w,16,9100000,145600000,3,5464.340001344681,161774191,15.821456909179688,93120.21732330322,15401.138544082642,670.44997215271,316.26152992248535,4797.431468963623,686.2618923187256,10240,93120.21732330322,931.2021732330322,0.015523267260622978,0.0005,0.01602326726062298
w,16,9100000,145600000,4,6468.570321798325,161774191,14.816761016845703,103497.1251487732,15401.138544082642,1573.6215114593506,316.26152992248535,4899.5115756988525,1588.4273052215576,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
w,16,9100000,145600000,5,5408.261239528656,161774191,15.758991241455078,103497.1251487732,15401.138544082642,547.6658344268799,316.26152992248535,4863.817453384399,563.4126663208008,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
w,16,9100000,145600000,6,5764.823690056801,161774191,17.433881759643555,103497.1251487732,15401.138544082642,887.3112201690674,316.26152992248535,4881.8347454071045,904.733419418335,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
w,16,9100000,145600000,7,5580.4372280836105,161774191,23.869991302490234,103497.1251487732,15401.138544082642,318.67361068725586,316.26152992248535,5268.450498580933,342.5333499908447,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
w,16,9100000,145600000,8,6304.200515151024,161774191,14.190196990966797,103497.1251487732,15401.138544082642,1467.836856842041,316.26152992248535,4840.95573425293,1482.015609741211,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
w,16,9100000,145600000,9,5881.840750575066,161774191,18.130064010620117,103497.1251487732,15401.138544082642,1179.842233657837,316.26152992248535,4707.125186920166,1197.960376739502,10240,103497.1251487732,1034.971251487732,0.01725275535717058,0.0005,0.01775275535717058
