rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,478.8379669189453,7,8.749961853027344e-05,2.0742416381835938e-05,9.322166442871094e-05,0.00048613548278808594,0.00513148307800293,0.04449343681335449,0.4284484386444092,0.10609626770019531,478.8379669189453,1.050710678100586,0.07486343383789062
1,476.06348991394043,7,5.6743621826171875e-05,1.1920928955078125e-05,5.412101745605469e-05,0.00045990943908691406,0.004832744598388672,0.04249978065490723,0.4280688762664795,0.10752677917480469,478.8379669189453,1.050710678100586,0.0667572021484375
2,475.3069877624512,7,5.793571472167969e-05,1.1444091796875e-05,5.316734313964844e-05,0.00046896934509277344,0.0047795772552490234,0.04206490516662598,0.42779111862182617,0.10442733764648438,478.8379669189453,1.050710678100586,0.0667572021484375
3,474.9569892883301,7,5.7697296142578125e-05,1.1920928955078125e-05,5.650520324707031e-05,0.0004837512969970703,0.0048410892486572266,0.04251885414123535,0.42690014839172363,0.09965896606445312,478.8379669189453,1.050710678100586,0.06222724914550781
4,472.8529453277588,7,5.745887756347656e-05,1.1205673217773438e-05,4.5299530029296875e-05,0.0004425048828125,0.004814624786376953,0.04215192794799805,0.4252510070800781,0.11014938354492188,478.8379669189453,1.050710678100586,0.06318092346191406
5,476.6972064971924,7,5.793571472167969e-05,1.33514404296875e-05,5.888938903808594e-05,0.0004787445068359375,0.004863262176513672,0.042978763580322266,0.42817020416259766,0.133514404296875,478.8379669189453,1.050710678100586,0.06365776062011719
6,475.7037162780762,7,6.008148193359375e-05,1.239776611328125e-05,5.817413330078125e-05,0.00048542022705078125,0.004965543746948242,0.04255557060241699,0.4274873733520508,0.10323524475097656,478.8379669189453,1.050710678100586,0.06532669067382812
7,476.14359855651855,7,8.463859558105469e-05,1.4066696166992188e-05,4.553794860839844e-05,0.0005109310150146484,0.0047550201416015625,0.042511940002441406,0.42814207077026367,0.10418891906738281,478.8379669189453,1.050710678100586,0.06604194641113281
8,476.47953033447266,7,6.079673767089844e-05,1.4066696166992188e-05,4.6253204345703125e-05,0.0004918575286865234,0.004848480224609375,0.042675018310546875,0.4282562732696533,0.10347366333007812,478.8379669189453,1.050710678100586,0.06365776062011719
9,475.6803512573242,7,7.581710815429688e-05,1.2874603271484375e-05,5.435943603515625e-05,0.000476837158203125,0.004778385162353516,0.042591094970703125,0.4276149272918701,0.10609626770019531,478.8379669189453,1.050710678100586,0.06175041198730469
