rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,481.4629554748535,7,9.131431579589844e-05,1.9073486328125e-05,8.177757263183594e-05,0.0005006790161132812,0.005210399627685547,0.044164180755615234,0.4313170909881592,0.10251998901367188,481.4629554748535,3.3431053161621094,0.07700920104980469
1,474.0891456604004,7,5.626678466796875e-05,1.1920928955078125e-05,4.482269287109375e-05,0.0004999637603759766,0.004825115203857422,0.042868614196777344,0.4257080554962158,0.10251998901367188,481.4629554748535,3.3431053161621094,0.06270408630371094
2,474.98226165771484,7,5.841255187988281e-05,1.1444091796875e-05,5.340576171875e-05,0.00044918060302734375,0.004857778549194336,0.042838335037231445,0.4266395568847656,0.10418891906738281,481.4629554748535,3.3431053161621094,0.06508827209472656
3,473.50573539733887,7,5.650520324707031e-05,1.1682510375976562e-05,5.650520324707031e-05,0.00045752525329589844,0.0047304630279541016,0.04318070411682129,0.42493700981140137,0.10204315185546875,481.4629554748535,3.3431053161621094,0.06461143493652344
4,474.69258308410645,7,5.888938903808594e-05,1.1682510375976562e-05,5.698204040527344e-05,0.0005125999450683594,0.0047664642333984375,0.04298686981201172,0.4262232780456543,0.10061264038085938,481.4629554748535,3.3431053161621094,0.06270408630371094
5,474.6134281158447,7,5.650520324707031e-05,1.3589859008789062e-05,4.553794860839844e-05,0.0004849433898925781,0.004807710647583008,0.042876243591308594,0.4262511730194092,0.10156631469726562,481.4629554748535,3.3431053161621094,0.06508827209472656
6,472.2597599029541,7,5.7220458984375e-05,1.2636184692382812e-05,5.91278076171875e-05,0.0004863739013671875,0.004837989807128906,0.04303097724914551,0.42369723320007324,0.10418891906738281,481.4629554748535,3.3431053161621094,0.06413459777832031
7,474.8108386993408,7,5.888938903808594e-05,1.2874603271484375e-05,4.410743713378906e-05,0.000492095947265625,0.0048711299896240234,0.0428919792175293,0.4263622760772705,0.10561943054199219,481.4629554748535,3.3431053161621094,0.064849853515625
8,474.37453269958496,7,5.841255187988281e-05,1.33514404296875e-05,5.698204040527344e-05,0.0005133152008056641,0.004906177520751953,0.0429837703704834,0.4257657527923584,0.10132789611816406,481.4629554748535,3.3431053161621094,0.06413459777832031
9,473.7095832824707,7,5.412101745605469e-05,1.3589859008789062e-05,5.316734313964844e-05,0.0004780292510986328,0.0048100948333740234,0.043060302734375,0.42516636848449707,0.11515617370605469,481.4629554748535,3.3431053161621094,0.06198883056640625
