scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,1,9100000,9100000,0,3294.557809829712,10111764,6.25157356262207,3294.557809829712,21.088361740112305,6.36601448059082,315.3719902038574,3290.619373321533,12.607097625732422,10240,3294.557809829712,32.94557809829712,0.0005492940664908886,0.000125,0.0006742940664908886
w,1,9100000,9100000,1,3285.0871086120605,10111764,4.914760589599609,3294.557809829712,21.088361740112305,4.876136779785156,315.3719902038574,3282.5613021850586,9.780406951904297,10240,3294.557809829712,32.94557809829712,0.0005492940664908886,0.000125,0.0006742940664908886
w,1,9100000,9100000,2,3296.3321208953857,10111764,4.815340042114258,3296.3321208953857,21.088361740112305,4.821062088012695,315.3719902038574,3293.7915325164795,9.627103805541992,10240,3296.3321208953857,32.96332120895386,0.0005495897855932713,0.000125,0.0006745897855932713
w,1,9100000,9100000,3,3289.2227172851562,10111764,4.835367202758789,3296.3321208953857,21.088361740112305,4.834175109863281,315.3719902038574,3286.70072555542,9.659528732299805,10240,3296.3321208953857,32.96332120895386,0.0005495897855932713,0.000125,0.0006745897855932713
w,1,9100000,9100000,4,3323.418140411377,10111764,5.167484283447266,3323.418140411377,21.088361740112305,4.951953887939453,315.3719902038574,3320.817470550537,10.108232498168945,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
w,1,9100000,9100000,5,3296.815872192383,10111764,4.903078079223633,3323.418140411377,21.088361740112305,4.825830459594727,315.3719902038574,3294.3475246429443,9.72127914428711,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
w,1,9100000,9100000,6,3291.0304069519043,10111764,4.859209060668945,3323.418140411377,21.088361740112305,4.913806915283203,315.3719902038574,3288.517475128174,9.764671325683594,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
w,1,9100000,9100000,7,3288.6829376220703,10111764,5.031108856201172,3323.418140411377,21.088361740112305,4.938364028930664,315.3719902038574,3286.004066467285,9.960412979125977,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
w,1,9100000,9100000,8,3294.6341037750244,10111764,4.7855377197265625,3323.418140411377,21.088361740112305,5.010843276977539,315.3719902038574,3291.9511795043945,9.786844253540039,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
w,1,9100000,9100000,9,3303.2360076904297,10111764,4.7321319580078125,3323.418140411377,21.088361740112305,5.163908004760742,315.3719902038574,3300.5874156951904,9.888172149658203,10240,3323.418140411377,33.23418140411377,0.000554104131207943,0.000125,0.000679104131207943
