rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,538.8619899749756,7,0.00010633468627929688,2.288818359375e-05,9.202957153320312e-05,0.0005667209625244141,0.006021738052368164,0.050217628479003906,0.4817349910736084,0.11491775512695312,538.8619899749756,1.3833045959472656,0.09369850158691406
1,536.7841720581055,7,6.508827209472656e-05,1.3828277587890625e-05,6.318092346191406e-05,0.0005490779876708984,0.005439281463623047,0.048919677734375,0.4816462993621826,0.10967254638671875,538.8619899749756,1.3833045959472656,0.07295608520507812
2,536.0822677612305,7,6.246566772460938e-05,1.430511474609375e-05,6.365776062011719e-05,0.0005476474761962891,0.005446434020996094,0.0488128662109375,0.4810507297515869,0.10752677917480469,538.8619899749756,1.3833045959472656,0.06961822509765625
3,534.1470241546631,7,6.127357482910156e-05,1.3589859008789062e-05,6.270408630371094e-05,0.0005464553833007812,0.005415439605712891,0.04880857467651367,0.4791574478149414,0.14925003051757812,538.8619899749756,1.3833045959472656,0.06842613220214844
4,534.3043804168701,7,6.246566772460938e-05,1.3589859008789062e-05,6.127357482910156e-05,0.0005540847778320312,0.005428314208984375,0.048895835876464844,0.47920823097229004,0.11038780212402344,538.8619899749756,1.3833045959472656,0.06771087646484375
5,535.2792739868164,7,6.175041198730469e-05,1.430511474609375e-05,6.341934204101562e-05,0.0005440711975097656,0.0054836273193359375,0.04896044731140137,0.48006486892700195,0.11229515075683594,538.8619899749756,1.3833045959472656,0.07295608520507812
6,534.3825817108154,7,6.341934204101562e-05,1.430511474609375e-05,6.318092346191406e-05,0.0005438327789306641,0.005501985549926758,0.04881477355957031,0.4792978763580322,0.11110305786132812,538.8619899749756,1.3833045959472656,0.06866455078125
7,533.7018966674805,7,6.079673767089844e-05,1.4066696166992188e-05,6.29425048828125e-05,0.0005486011505126953,0.005430459976196289,0.04828786849975586,0.4792139530181885,0.11181831359863281,538.8619899749756,1.3833045959472656,0.06890296936035156
8,534.7428321838379,7,6.29425048828125e-05,1.430511474609375e-05,6.29425048828125e-05,0.0005488395690917969,0.005425691604614258,0.048844337463378906,0.4797029495239258,0.1087188720703125,538.8619899749756,1.3833045959472656,0.06747245788574219
9,538.3560657501221,7,6.413459777832031e-05,1.5735626220703125e-05,6.341934204101562e-05,0.0005445480346679688,0.005475282669067383,0.048963069915771484,0.48314738273620605,0.10895729064941406,538.8619899749756,1.3833045959472656,0.06961822509765625
