rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,542.0558452606201,7,0.00010371208190917969,2.288818359375e-05,8.559226989746094e-05,0.0005664825439453125,0.0059244632720947266,0.05029416084289551,0.48497486114501953,0.10943412780761719,542.0558452606201,1.192331314086914,0.07939338684082031
1,537.9672050476074,7,6.198883056640625e-05,1.3113021850585938e-05,6.365776062011719e-05,0.0005502700805664062,0.005418539047241211,0.04872703552246094,0.4830501079559326,0.1068115234375,542.0558452606201,1.192331314086914,0.06818771362304688
2,538.6130809783936,7,6.532669067382812e-05,1.3113021850585938e-05,6.341934204101562e-05,0.0006005764007568359,0.005435466766357422,0.04945850372314453,0.4828939437866211,0.11014938354492188,542.0558452606201,1.192331314086914,0.07033348083496094
3,540.5840873718262,7,6.4849853515625e-05,1.4066696166992188e-05,6.318092346191406e-05,0.00054931640625,0.005487203598022461,0.0494389533996582,0.4848816394805908,0.11014938354492188,542.0558452606201,1.192331314086914,0.06914138793945312
4,539.4332408905029,7,6.794929504394531e-05,1.3589859008789062e-05,6.794929504394531e-05,0.0005552768707275391,0.005544900894165039,0.049518585205078125,0.4835817813873291,0.10538101196289062,542.0558452606201,1.192331314086914,0.06771087646484375
5,539.6995544433594,7,6.4849853515625e-05,1.4543533325195312e-05,6.604194641113281e-05,0.0005466938018798828,0.005537748336791992,0.048944711685180664,0.4844386577606201,0.110626220703125,542.0558452606201,1.192331314086914,0.06985664367675781
6,539.9112701416016,7,6.437301635742188e-05,1.430511474609375e-05,6.413459777832031e-05,0.0005533695220947266,0.005540132522583008,0.049332618713378906,0.48425722122192383,0.11110305786132812,542.0558452606201,1.192331314086914,0.0705718994140625
7,541.2330627441406,7,6.365776062011719e-05,1.4543533325195312e-05,5.936622619628906e-05,0.0005519390106201172,0.005522012710571289,0.04960894584655762,0.48532891273498535,0.156402587890625,542.0558452606201,1.192331314086914,0.06961822509765625
8,538.8584136962891,7,6.532669067382812e-05,1.430511474609375e-05,6.270408630371094e-05,0.0005655288696289062,0.005416393280029297,0.049242258071899414,0.48340511322021484,0.11372566223144531,542.0558452606201,1.192331314086914,0.07128715515136719
9,539.560079574585,7,6.699562072753906e-05,1.5020370483398438e-05,4.982948303222656e-05,0.0005655288696289062,0.0055654048919677734,0.04940962791442871,0.48380446434020996,0.11014938354492188,542.0558452606201,1.192331314086914,0.0667572021484375
