rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,538.3296012878418,7,0.00010514259338378906,2.3603439331054688e-05,9.298324584960938e-05,0.0005643367767333984,0.005901336669921875,0.0516507625579834,0.479905366897583,0.11301040649414062,538.3296012878418,3.168344497680664,0.08416175842285156
1,534.9359512329102,7,6.437301635742188e-05,1.2874603271484375e-05,6.175041198730469e-05,0.0005497932434082031,0.005410909652709961,0.048172950744628906,0.48058032989501953,0.13899803161621094,538.3296012878418,3.168344497680664,0.06961822509765625
2,529.4139385223389,7,6.175041198730469e-05,1.3589859008789062e-05,6.222724914550781e-05,0.0005528926849365234,0.00536036491394043,0.04778409004211426,0.4754936695098877,0.10895729064941406,538.3296012878418,3.168344497680664,0.0705718994140625
3,531.592607498169,7,6.341934204101562e-05,1.3589859008789062e-05,6.0558319091796875e-05,0.0005412101745605469,0.0054094791412353516,0.04806804656982422,0.47734904289245605,0.10824203491210938,538.3296012878418,3.168344497680664,0.07390975952148438
4,530.3142070770264,7,6.031990051269531e-05,1.2874603271484375e-05,6.413459777832031e-05,0.0005409717559814453,0.00541996955871582,0.04827761650085449,0.47585391998291016,0.10514259338378906,538.3296012878418,3.168344497680664,0.06914138793945312
5,529.7231674194336,7,5.91278076171875e-05,1.52587890625e-05,6.389617919921875e-05,0.0005505084991455078,0.00542140007019043,0.04773449897766113,0.47579145431518555,0.10895729064941406,538.3296012878418,3.168344497680664,0.07176399230957031
6,527.3993015289307,7,6.198883056640625e-05,1.4543533325195312e-05,6.532669067382812e-05,0.0005481243133544922,0.005462646484375,0.0476837158203125,0.4734799861907959,0.10776519775390625,538.3296012878418,3.168344497680664,0.06890296936035156
7,527.1697044372559,7,6.222724914550781e-05,1.3828277587890625e-05,4.887580871582031e-05,0.0005564689636230469,0.005398273468017578,0.04726529121398926,0.47374463081359863,0.10633468627929688,538.3296012878418,3.168344497680664,0.06699562072753906
8,528.9900302886963,7,6.151199340820312e-05,1.430511474609375e-05,6.175041198730469e-05,0.0005459785461425781,0.005400419235229492,0.04786562919616699,0.4749577045440674,0.10728836059570312,538.3296012878418,3.168344497680664,0.06937980651855469
9,528.6855697631836,7,6.198883056640625e-05,1.3589859008789062e-05,6.222724914550781e-05,0.0005362033843994141,0.005429267883300781,0.04764699935913086,0.4748506546020508,0.10633468627929688,538.3296012878418,3.168344497680664,0.06985664367675781
