scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,280.1068127155304,5053674,1.5339851379394531,2240.854501724243,4562.094211578369,9.209156036376953
s,8,568750,4550000,1,256.12831115722656,5053674,1.3577938079833984,2240.854501724243,4562.094211578369,7.046699523925781
s,8,568750,4550000,2,260.66699624061584,5053674,1.3670921325683594,2240.854501724243,4562.094211578369,3.292560577392578
s,8,568750,4550000,3,254.0149688720703,5053674,1.2636184692382812,2240.854501724243,4562.094211578369,2.811431884765625
s,8,568750,4550000,4,259.2485249042511,5053674,1.260519027709961,2240.854501724243,4562.094211578369,3.5398006439208984
s,8,568750,4550000,5,259.64707136154175,5053674,1.3613700866699219,2240.854501724243,4562.094211578369,5.5675506591796875
s,8,568750,4550000,6,445.0666010379791,5053674,1.3990402221679688,3560.532808303833,4562.094211578369,0.7047653198242188
s,8,568750,4550000,7,254.9271285533905,5053674,1.4505386352539062,3560.532808303833,4562.094211578369,0.36144256591796875
s,8,568750,4550000,8,253.84193658828735,5053674,1.3141632080078125,3560.532808303833,4562.094211578369,2.716541290283203
s,8,568750,4550000,9,252.97552347183228,5053674,1.6012191772460938,3560.532808303833,4562.094211578369,3.716707229614258
