scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,8,9100000,72800000,0,4897.865384817123,80888085,1.7750263214111328,39182.92307853699,2178.2023906707764,135.47730445861816
w,8,9100000,72800000,1,4819.340765476227,80888085,1.562356948852539,39182.92307853699,2178.2023906707764,116.35136604309082
w,8,9100000,72800000,2,4774.100840091705,80888085,1.5873908996582031,39182.92307853699,2178.2023906707764,0.3883838653564453
w,8,9100000,72800000,3,4863.602161407471,80888085,1.4443397521972656,39182.92307853699,2178.2023906707764,173.01321029663086
w,8,9100000,72800000,4,4786.060184240341,80888085,1.4951229095458984,39182.92307853699,2178.2023906707764,20.971059799194336
w,8,9100000,72800000,5,4856.773942708969,80888085,1.5769004821777344,39182.92307853699,2178.2023906707764,55.4351806640625
w,8,9100000,72800000,6,4800.0423312187195,80888085,1.6329288482666016,39182.92307853699,2178.2023906707764,0.39505958557128906
w,8,9100000,72800000,7,4842.391610145569,80888085,1.569509506225586,39182.92307853699,2178.2023906707764,96.70639038085938
w,8,9100000,72800000,8,4845.679014921188,80888085,1.619577407836914,39182.92307853699,2178.2023906707764,0.3719329833984375
w,8,9100000,72800000,9,4845.74756026268,80888085,1.6798973083496094,39182.92307853699,2178.2023906707764,22.65310287475586
