scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,32,9100000,291200000,0,5022.666484117508,323532114,2.765655517578125,160725.32749176025,53443.737268447876,278.3689498901367
w,32,9100000,291200000,1,5101.243108510971,323532114,2.414226531982422,163239.77947235107,53443.737268447876,275.4554748535156
w,32,9100000,291200000,2,5046.081326901913,323532114,2.3310184478759766,163239.77947235107,53443.737268447876,189.6986961364746
w,32,9100000,291200000,3,4993.1303933262825,323532114,2.3779869079589844,163239.77947235107,53443.737268447876,144.32764053344727
w,32,9100000,291200000,4,5058.027222752571,323532114,2.193927764892578,163239.77947235107,53443.737268447876,204.36620712280273
w,32,9100000,291200000,5,5050.692640244961,323532114,2.538919448852539,163239.77947235107,53443.737268447876,144.67287063598633
w,32,9100000,291200000,6,5087.873078882694,323532114,2.531766891479492,163239.77947235107,53443.737268447876,232.96189308166504
w,32,9100000,291200000,7,5088.681533932686,323532114,2.301454544067383,163239.77947235107,53443.737268447876,217.93246269226074
w,32,9100000,291200000,8,5038.88937830925,323532114,2.276897430419922,163239.77947235107,53443.737268447876,156.82005882263184
w,32,9100000,291200000,9,5113.326013088226,323532114,2.4247169494628906,163626.43241882324,53443.737268447876,325.06299018859863
