scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,16,9100000,145600000,0,5100.647956132889,161774191,2.062559127807617,81610.36729812622,15283.480167388916,251.4803409576416
w,16,9100000,145600000,1,5113.599643111229,161774191,1.9080638885498047,81817.59428977966,15283.480167388916,223.3266830444336
w,16,9100000,145600000,2,5059.055283665657,161774191,1.947641372680664,81817.59428977966,15283.480167388916,208.09435844421387
w,16,9100000,145600000,3,5119.79603767395,161774191,1.7249584197998047,81916.7366027832,15283.480167388916,232.41639137268066
w,16,9100000,145600000,4,5162.596613168716,161774191,1.7096996307373047,82601.54581069946,15283.480167388916,243.29113960266113
w,16,9100000,145600000,5,5176.9619435071945,161774191,1.790761947631836,82831.39109611511,15283.480167388916,225.58903694152832
w,16,9100000,145600000,6,5084.308341145515,161774191,1.8224716186523438,82831.39109611511,15283.480167388916,211.3025188446045
w,16,9100000,145600000,7,5087.304159998894,161774191,1.9268989562988281,82831.39109611511,15283.480167388916,149.2443084716797
w,16,9100000,145600000,8,5121.152147650719,161774191,1.7626285552978516,82831.39109611511,15283.480167388916,163.99693489074707
w,16,9100000,145600000,9,5147.937104105949,161774191,1.8084049224853516,82831.39109611511,15283.480167388916,242.7225112915039
