scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,32,9100000,291200000,0,401.69399231672287,10112021,5297.456741333008,12854.207754135132,33.293724060058594,5745.081901550293,360.4922294616699,9894.489288330078,11042.526006698608,10240,12854.207754135132,128.54207754135132,0.0021487722437584403,0.0009000000000000001,0.0030487722437584405
w,32,9100000,291200000,1,369.61860954761505,10112021,7126.7828941345215,12854.207754135132,33.293724060058594,7807.899951934814,360.4922294616699,7736.987590789795,14934.670686721802,10240,12854.207754135132,128.54207754135132,0.0021487722437584403,0.0009000000000000001,0.0030487722437584405
w,32,9100000,291200000,2,454.00717854499817,10112021,9842.909812927246,14528.229713439941,33.293724060058594,9903.27763557434,360.4922294616699,8688.098669052124,19746.176719665527,10240,14528.229713439941,145.2822971343994,0.002427776461649895,0.0009000000000000001,0.003327776461649895
w,32,9100000,291200000,3,516.0786136984825,10112021,9946.438074111938,16514.51563835144,33.293724060058594,14721.200227737427,360.4922294616699,7787.095546722412,24667.62638092041,10240,16514.51563835144,165.1451563835144,0.00275882477789712,0.0009000000000000001,0.00365882477789712
w,32,9100000,291200000,4,599.2063581943512,10112021,11920.522928237915,19174.60346221924,33.293724060058594,18407.142162322998,360.4922294616699,9067.54469871521,30327.653408050537,10240,19174.60346221924,191.74603462219238,0.003202173635237694,0.0009000000000000001,0.004102173635237694
w,32,9100000,291200000,5,654.6380817890167,10112021,18640.495538711548,20948.418617248535,33.293724060058594,15553.425788879395,360.4922294616699,12423.321723937988,34193.90916824341,10240,20948.418617248535,209.48418617248535,0.003497810085680962,0.0009000000000000001,0.004397810085680962
w,32,9100000,291200000,6,761.870838701725,10112021,19049.9165058136,24379.8668384552,33.293724060058594,20036.278009414673,360.4922294616699,13046.730041503906,39086.181640625,10240,24379.8668384552,243.798668384552,0.004069719266364813,0.0009000000000000001,0.004969719266364813
w,32,9100000,291200000,7,800.7434979081154,10112021,24539.43920135498,25623.791933059692,33.293724060058594,20866.883277893066,360.4922294616699,14463.725805282593,45406.31031990051,10240,25623.791933059692,256.2379193305969,0.00427704053010726,0.0009000000000000001,0.00517704053010726
w,32,9100000,291200000,8,816.8443292379379,10112021,25638.97204399109,26139.018535614014,33.293724060058594,24145.841360092163,360.4922294616699,13125.63943862915,49784.80052947998,10240,26139.018535614014,261.39018535614014,0.004362911802275181,0.0009000000000000001,0.005262911802275181
w,32,9100000,291200000,9,1410.1055413484573,10112021,14573.479413986206,45123.377323150635,33.293724060058594,41106.71138763428,360.4922294616699,16721.613883972168,55680.17935752869,10240,45123.377323150635,451.23377323150635,0.007526977928317548,0.0009000000000000001,0.008426977928317548
