scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,16,9100000,145600000,0,617.882177233696,10103748,2859.2615127563477,9886.114835739136,26.532649993896484,5078.705787658691,242.31743812561035,5347.079515457153,7937.955379486084,10240,9886.114835739136,98.86114835739136,0.0016508891013281347,0.0005,0.0021508891013281347
w,16,9100000,145600000,1,444.23122704029083,10103748,3516.676902770996,9886.114835739136,26.532649993896484,3220.226526260376,242.31743812561035,5100.92830657959,6736.891746520996,10240,9886.114835739136,98.86114835739136,0.0016508891013281347,0.0005,0.0021508891013281347
w,16,9100000,145600000,2,495.4720288515091,10103748,3713.1690979003906,9886.114835739136,26.532649993896484,4941.716194152832,242.31743812561035,5067.516565322876,8654.873847961426,10240,9886.114835739136,98.86114835739136,0.0016508891013281347,0.0005,0.0021508891013281347
w,16,9100000,145600000,3,617.0617043972015,10103748,2860.9652519226074,9886.114835739136,26.532649993896484,5265.939474105835,242.31743812561035,5903.674364089966,8126.8932819366455,10240,9886.114835739136,98.86114835739136,0.0016508891013281347,0.0005,0.0021508891013281347
w,16,9100000,145600000,4,587.0359987020493,10103748,2455.1219940185547,9886.114835739136,26.532649993896484,5582.143306732178,242.31743812561035,5740.470409393311,8037.253618240356,10240,9886.114835739136,98.86114835739136,0.0016508891013281347,0.0005,0.0021508891013281347
w,16,9100000,145600000,5,717.8826630115509,10103748,3840.8520221710205,11486.122608184814,26.532649993896484,7265.926361083984,242.31743812561035,6029.794692993164,11106.766939163208,10240,11486.122608184814,114.86122608184814,0.0019175575967383387,0.0005,0.0024175575967383387
w,16,9100000,145600000,6,667.9240465164185,10103748,3512.676239013672,11486.122608184814,26.532649993896484,7378.364562988281,242.31743812561035,5903.534650802612,10891.02816581726,10240,11486.122608184814,114.86122608184814,0.0019175575967383387,0.0005,0.0024175575967383387
w,16,9100000,145600000,7,958.005741238594,10103748,2889.237880706787,15328.091859817505,26.532649993896484,9481.247425079346,242.31743812561035,8066.698789596558,12370.474338531494,10240,15328.091859817505,153.28091859817505,0.0025578870860002044,0.0005,0.0030578870860002044
w,16,9100000,145600000,8,873.476892709732,10103748,2870.058536529541,15328.091859817505,26.532649993896484,11746.281147003174,242.31743812561035,5805.042743682861,14616.32752418518,10240,15328.091859817505,153.28091859817505,0.0025578870860002044,0.0005,0.0030578870860002044
w,16,9100000,145600000,9,957.6892107725143,10103748,5888.100385665894,15328.091859817505,26.532649993896484,10380.257606506348,242.31743812561035,8051.4256954193115,16268.34511756897,10240,15328.091859817505,153.28091859817505,0.0025578870860002044,0.0005,0.0030578870860002044
