channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
ucc,scatter,8,8,0.032037,0.037983,0.031772,0.2381,0.0,20,False,0,2,2,2
ucc,scatter,64,64,0.031644,0.038353,0.031645,1.9288,0.0,20,False,0,2,2,2
ucc,scatter,512,512,0.032083,0.033996,0.031484,15.2191,0.0,20,False,0,2,2,2
ucc,scatter,4096,4096,0.036205,0.038976,0.036388,107.894,0.0,20,False,0,2,2,2
ucc,scatter,32768,32768,0.054212,0.092686,0.056867,576.4406,0.0,20,False,0,2,2,2
ucc,scatter,262144,262144,0.215535,0.316906,0.223659,1159.9044,0.0,20,False,0,2,2,2
ucc,scatter,1048576,1048576,1.215095,1.390085,1.219247,822.9809,0.0,20,False,0,2,2,2
ucc,scatterv,8,4,0.032315,0.119996,0.036867,0.118,0.0,20,False,0,2,2,2
ucc,scatterv,64,32,0.03188,0.0403,0.032351,0.9572,0.0,20,False,0,2,2,2
ucc,scatterv,512,256,0.031802,0.033086,0.031899,7.6769,0.0,20,False,0,2,2,2
ucc,scatterv,4096,2048,0.035704,0.037036,0.035848,54.7033,0.0,20,False,0,2,2,2
ucc,scatterv,32768,16384,0.058181,0.079408,0.061435,268.5562,0.0,20,False,0,2,2,2
ucc,scatterv,262144,131072,0.168756,0.204007,0.171942,740.7144,0.0,20,False,0,2,2,2
ucc,scatterv,1048576,524288,0.902244,1.044223,0.880116,554.1738,0.0,20,False,0,2,2,2
ucc,gather,8,8,0.123665,0.149408,0.121992,0.0617,0.0,20,False,0,2,2,2
ucc,gather,64,64,0.123005,0.161053,0.123428,0.4962,0.0,20,False,0,2,2,2
ucc,gather,512,512,0.114011,0.148989,0.117921,4.2828,0.0,20,False,0,2,2,2
ucc,gather,4096,4096,0.174511,0.243648,0.162664,22.3839,0.0,20,False,0,2,2,2
ucc,gather,32768,32768,0.190518,0.195069,0.18775,164.0269,0.0,20,False,0,2,2,2
ucc,gather,262144,262144,0.180518,0.340134,0.210013,1384.8996,0.0,20,False,0,2,2,2
ucc,gather,1048576,1048576,0.400736,0.469381,0.40342,2495.4084,0.0,20,False,0,2,2,2
ucc,allgather,8,8,0.081108,0.103492,0.08029,0.0941,0.0,20,False,0,2,2,2
ucc,allgather,64,64,0.059844,0.08357,0.059544,1.0199,0.0,20,False,0,2,2,2
ucc,allgather,512,512,0.061587,0.070773,0.060094,7.9283,0.0,20,False,0,2,2,2
ucc,allgather,4096,4096,0.063399,0.3527,0.079941,61.6137,0.0,20,False,0,2,2,2
ucc,allgather,32768,32768,0.079887,0.104627,0.08043,391.18,0.0,20,False,0,2,2,2
ucc,allgather,262144,262144,0.250969,0.328046,0.260459,996.1409,0.0,20,False,0,2,2,2
ucc,allgather,1048576,1048576,0.78008,0.880058,0.761938,1281.919,0.0,20,False,0,2,2,2
ucc,reduce,8,8,0.057671,0.101524,0.058488,0.1323,0.0,20,False,0,2,2,2
ucc,broadcast,8,8,0.015773,0.016589,0.015832,0.4837,0.0,20,False,0,2,2,2
ucc,broadcast,64,64,0.022631,0.026503,0.022332,2.697,0.0,20,False,0,2,2,2
ucc,broadcast,512,512,0.021148,0.023635,0.020291,23.0893,0.0,20,False,0,2,2,2
ucc,broadcast,4096,4096,0.017934,0.019001,0.017917,217.8125,0.0,20,False,0,2,2,2
ucc,broadcast,32768,32768,0.021438,0.021945,0.021291,1457.658,0.0,20,False,0,2,2,2
ucc,broadcast,262144,262144,0.046948,0.049538,0.047322,5324.9838,0.0,20,False,0,2,2,2
ucc,broadcast,1048576,1048576,0.450589,0.652368,0.449035,2219.3174,0.0,20,False,0,2,2,2
ucc,allreduce,8,8,0.053317,0.064517,0.049137,0.1431,0.0,20,False,0,2,2,2
ucc,barrier,0,0,0.030869,0.041075,0.025695,0.0,0.030869,20,False,0,2,2,2
