channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
ucc,scatter,8,8,0.031453,0.039465,0.030778,0.2426,0.0,20,False,0,2,2,4
ucc,scatter,64,64,0.030081,0.035049,0.030191,2.029,0.0,20,False,0,2,2,4
ucc,scatter,512,512,0.031566,0.044619,0.031855,15.4688,0.0,20,False,0,2,2,4
ucc,scatter,4096,4096,0.035644,0.041392,0.03529,109.5907,0.0,20,False,0,2,2,4
ucc,scatter,32768,32768,0.049773,0.062807,0.051857,627.8504,0.0,20,False,0,2,2,4
ucc,scatter,262144,262144,0.209133,0.225495,0.212726,1195.4144,0.0,20,False,0,2,2,4
ucc,scatter,1048576,1048576,1.231623,1.296306,1.233101,811.9368,0.0,20,False,0,2,2,4
ucc,scatterv,8,4,0.031585,0.044322,0.031881,0.1208,0.0,20,False,0,2,2,4
ucc,scatterv,64,32,0.031616,0.038031,0.031354,0.9653,0.0,20,False,0,2,2,4
ucc,scatterv,512,256,0.031624,0.033843,0.031444,7.7201,0.0,20,False,0,2,2,4
ucc,scatterv,4096,2048,0.035751,0.042516,0.03625,54.6321,0.0,20,False,0,2,2,4
ucc,scatterv,32768,16384,0.058762,0.080464,0.062122,265.9009,0.0,20,False,0,2,2,4
ucc,scatterv,262144,131072,0.169489,0.21049,0.175017,737.511,0.0,20,False,0,2,2,4
ucc,scatterv,1048576,524288,0.964863,1.121176,0.969286,518.2086,0.0,20,False,0,2,2,4
ucc,gather,8,8,0.146857,0.153853,0.141473,0.052,0.0,20,False,0,2,2,4
ucc,gather,64,64,0.134368,0.172821,0.11005,0.4542,0.0,20,False,0,2,2,4
ucc,gather,512,512,0.135143,0.179534,0.13424,3.6131,0.0,20,False,0,2,2,4
ucc,gather,4096,4096,0.136312,0.171819,0.125881,28.6567,0.0,20,False,0,2,2,4
ucc,gather,32768,32768,0.129139,0.166963,0.137914,241.9873,0.0,20,False,0,2,2,4
ucc,gather,262144,262144,0.169038,0.402833,0.176861,1478.953,0.0,20,False,0,2,2,4
ucc,gather,1048576,1048576,0.51399,0.64335,0.521487,1945.5631,0.0,20,False,0,2,2,4
ucc,allgather,8,8,0.143595,0.169142,0.143117,0.0531,0.0,20,False,0,2,2,4
ucc,allgather,64,64,0.147394,0.191771,0.145156,0.4141,0.0,20,False,0,2,2,4
ucc,allgather,512,512,0.143287,0.17372,0.146291,3.4077,0.0,20,False,0,2,2,4
ucc,allgather,4096,4096,0.151503,0.250392,0.156739,25.7833,0.0,20,False,0,2,2,4
ucc,allgather,32768,32768,0.202126,0.256348,0.199485,154.6062,0.0,20,False,0,2,2,4
ucc,allgather,262144,262144,0.299367,0.456045,0.309964,835.0954,0.0,20,False,0,2,2,4
ucc,allgather,1048576,1048576,0.680713,0.872459,0.696825,1469.0479,0.0,20,False,0,2,2,4
ucc,reduce,8,8,0.057536,0.085031,0.053706,0.1326,0.0,20,False,0,2,2,4
ucc,broadcast,8,8,0.015373,0.023012,0.016098,0.4963,0.0,20,False,0,2,2,4
ucc,broadcast,64,64,0.016688,0.018483,0.016928,3.6573,0.0,20,False,0,2,2,4
ucc,broadcast,512,512,0.016718,0.018837,0.016912,29.2069,0.0,20,False,0,2,2,4
ucc,broadcast,4096,4096,0.017619,0.025833,0.017933,221.713,0.0,20,False,0,2,2,4
ucc,broadcast,32768,32768,0.020261,0.023688,0.019954,1542.4101,0.0,20,False,0,2,2,4
ucc,broadcast,262144,262144,0.04795,0.054344,0.047848,5213.7643,0.0,20,False,0,2,2,4
ucc,broadcast,1048576,1048576,0.446142,0.568107,0.439959,2241.4363,0.0,20,False,0,2,2,4
ucc,allreduce,8,8,0.068389,0.0977,0.067254,0.1116,0.0,20,False,0,2,2,4
ucc,barrier,0,0,0.023566,0.041784,0.023802,0.0,0.023566,20,False,0,2,2,4
