scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t,data_gen_t,compute_t,comm_t,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
w,16,50000000,800000000,0,2701.1366188526154,1000,14.602899551391602,43218.185901641846,15525.484085083008,18856.11128807068,1689.5020008087158,2724.010944366455,18870.704889297485,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,1,2664.3127650022507,1000,43.19143295288086,43218.185901641846,15525.484085083008,6.900548934936523,1689.5020008087158,2657.789707183838,50.078392028808594,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,2,2617.847263813019,1000,12.221097946166992,43218.185901641846,15525.484085083008,3.999471664428711,1689.5020008087158,2616.220474243164,16.211271286010742,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,3,2617.4259781837463,1000,24.915456771850586,43218.185901641846,15525.484085083008,4.473686218261719,1689.5020008087158,2613.8904094696045,29.378414154052734,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,4,2645.0151950120926,1000,12.869596481323242,43218.185901641846,15525.484085083008,9.057044982910156,1689.5020008087158,2644.7296142578125,21.918058395385742,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,5,2636.801242828369,1000,28.125524520874023,43218.185901641846,15525.484085083008,4.86302375793457,1689.5020008087158,2634.998559951782,32.968759536743164,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,6,2635.8622908592224,1000,11.947154998779297,43218.185901641846,15525.484085083008,4.8198699951171875,1689.5020008087158,2634.7506046295166,16.746997833251953,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,7,2628.451704978943,1000,22.27187156677246,43218.185901641846,15525.484085083008,4.565000534057617,1689.5020008087158,2626.7831325531006,26.827096939086914,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,8,2658.8518172502518,1000,12.931108474731445,43218.185901641846,15525.484085083008,10.480642318725586,1689.5020008087158,2657.533645629883,23.401975631713867,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
w,16,50000000,800000000,9,2675.757259130478,1000,12.167930603027344,43218.185901641846,15525.484085083008,4.770517349243164,1689.5020008087158,2674.166202545166,16.931533813476562,10240,43218.185901641846,432.18185901641846,0.007206245389668942,0.0005,0.007706245389668942
