channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
ucc,scatter,8,8,0.00066,0.001028,0.000684,11.5625,0.0,20,False,0,1,1,4
ucc,scatter,64,64,0.000664,0.000951,0.000681,91.9804,0.0,20,False,0,1,1,4
ucc,scatter,512,512,0.000669,0.000863,0.000683,729.698,0.0,20,False,0,1,1,4
ucc,scatter,4096,4096,0.000687,0.000805,0.000688,5687.1919,0.0,20,False,0,1,1,4
ucc,scatter,32768,32768,0.000649,0.000801,0.000655,48141.2224,0.0,20,False,0,1,1,4
ucc,scatter,262144,262144,0.000662,0.000763,0.000671,377546.3516,0.0,20,False,0,1,1,4
ucc,scatter,1048576,1048576,0.000682,0.000861,0.000695,1466860.4153,0.0,20,False,0,1,1,4
ucc,scatterv,8,8,0.000654,0.000779,0.000661,11.6612,0.0,20,False,0,1,1,4
ucc,scatterv,64,64,0.000645,0.000795,0.000654,94.6368,0.0,20,False,0,1,1,4
ucc,scatterv,512,512,0.000654,0.000744,0.00066,746.3174,0.0,20,False,0,1,1,4
ucc,scatterv,4096,4096,0.000658,0.00074,0.00066,5940.9405,0.0,20,False,0,1,1,4
ucc,scatterv,32768,32768,0.000649,0.000745,0.000657,48141.2224,0.0,20,False,0,1,1,4
ucc,scatterv,262144,262144,0.000666,0.000761,0.000672,375171.8463,0.0,20,False,0,1,1,4
ucc,scatterv,1048576,1048576,0.000663,0.000785,0.00067,1508064.3596,0.0,20,False,0,1,1,4
ucc,gather,8,8,0.003639,0.00389,0.003661,2.0967,0.0,20,False,0,1,1,4
ucc,gather,64,64,0.003721,0.00402,0.003735,16.4025,0.0,20,False,0,1,1,4
ucc,gather,512,512,0.003802,0.00408,0.003813,128.439,0.0,20,False,0,1,1,4
ucc,gather,4096,4096,0.003939,0.005009,0.004,991.6784,0.0,20,False,0,1,1,4
ucc,gather,32768,32768,0.009505,0.012545,0.009585,3287.7162,0.0,20,False,0,1,1,4
ucc,gather,262144,262144,0.017095,0.019027,0.017289,14624.2519,0.0,20,False,0,1,1,4
ucc,gather,1048576,1048576,0.186566,0.202018,0.188849,5360.0259,0.0,20,False,0,1,1,4
ucc,allgather,8,8,0.00362,0.003957,0.003648,2.1078,0.0,20,False,0,1,1,4
ucc,allgather,64,64,0.003599,0.003845,0.003609,16.9607,0.0,20,False,0,1,1,4
ucc,allgather,512,512,0.003648,0.004268,0.003712,133.8665,0.0,20,False,0,1,1,4
ucc,allgather,4096,4096,0.003725,0.004169,0.003758,1048.576,0.0,20,False,0,1,1,4
ucc,allgather,32768,32768,0.009398,0.011876,0.009224,3325.3488,0.0,20,False,0,1,1,4
ucc,allgather,262144,262144,0.016971,0.018706,0.017132,14731.3937,0.0,20,False,0,1,1,4
ucc,allgather,1048576,1048576,0.186708,1.121205,0.23433,5355.9486,0.0,20,False,0,1,1,4
ucc,reduce,8,8,0.006401,0.022696,0.007248,1.1918,0.0,20,False,0,1,1,4
ucc,broadcast,8,8,0.003227,0.003567,0.003258,2.3639,0.0,20,False,0,1,1,4
ucc,broadcast,64,64,0.003202,0.003731,0.003238,19.0622,0.0,20,False,0,1,1,4
ucc,broadcast,512,512,0.003183,0.003436,0.003204,153.3903,0.0,20,False,0,1,1,4
ucc,broadcast,4096,4096,0.003205,0.003507,0.003227,1218.743,0.0,20,False,0,1,1,4
ucc,broadcast,32768,32768,0.003236,0.007154,0.003457,9655.9517,0.0,20,False,0,1,1,4
ucc,broadcast,262144,262144,0.003185,0.003404,0.003192,78501.3762,0.0,20,False,0,1,1,4
ucc,broadcast,1048576,1048576,0.003104,0.00368,0.003152,322154.7627,0.0,20,False,0,1,1,4
ucc,allreduce,8,8,0.006482,0.006977,0.006493,1.1771,0.0,20,False,0,1,1,4
ucc,barrier,0,0,0.000234,0.000327,0.000243,0.0,0.000234,20,False,0,1,1,4
