scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,8,9100000,72800000,0,4220.257669687271,80888085,1.3706684112548828,33762.06135749817,2093.2326316833496,154.3898582458496
w,8,9100000,72800000,1,4252.009630203247,80888085,1.2884140014648438,34016.07704162598,2093.2326316833496,161.1652374267578
w,8,9100000,72800000,2,4187.577098608017,80888085,1.3566017150878906,34016.07704162598,2093.2326316833496,120.96929550170898
w,8,9100000,72800000,3,4241.768926382065,80888085,1.3518333435058594,34016.07704162598,2093.2326316833496,170.98140716552734
w,8,9100000,72800000,4,4239.204317331314,80888085,1.2936592102050781,34016.07704162598,2093.2326316833496,156.18014335632324
w,8,9100000,72800000,5,4238.39145898819,80888085,1.1484622955322266,34016.07704162598,2093.2326316833496,142.6985263824463
w,8,9100000,72800000,6,4220.443814992905,80888085,1.1217594146728516,34016.07704162598,2093.2326316833496,138.60535621643066
w,8,9100000,72800000,7,4417.3309206962585,80888085,1.3518333435058594,35338.64736557007,2093.2326316833496,370.32437324523926
w,8,9100000,72800000,8,4276.0840356349945,80888085,1.3072490692138672,35338.64736557007,2093.2326316833496,165.84300994873047
w,8,9100000,72800000,9,4279.4525027275085,80888085,1.210927963256836,35338.64736557007,2093.2326316833496,154.91318702697754
