scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,1,9100000,9100000,0,3127.8882026672363,10111764,0.2570152282714844,3127.8882026672363,46.566009521484375,0.039577484130859375
w,1,9100000,9100000,1,3129.9490928649902,10111764,0.11563301086425781,3129.9490928649902,46.566009521484375,0.019073486328125
w,1,9100000,9100000,2,3128.187656402588,10111764,0.1049041748046875,3129.9490928649902,46.566009521484375,0.019073486328125
w,1,9100000,9100000,3,3124.1257190704346,10111764,0.10561943054199219,3129.9490928649902,46.566009521484375,0.018358230590820312
w,1,9100000,9100000,4,3117.4421310424805,10111764,0.10657310485839844,3129.9490928649902,46.566009521484375,0.018835067749023438
w,1,9100000,9100000,5,3150.374174118042,10111764,0.10776519775390625,3150.374174118042,46.566009521484375,0.0171661376953125
w,1,9100000,9100000,6,3131.108522415161,10111764,0.11014938354492188,3150.374174118042,46.566009521484375,0.018596649169921875
w,1,9100000,9100000,7,3126.2714862823486,10111764,0.10776519775390625,3150.374174118042,46.566009521484375,0.018835067749023438
w,1,9100000,9100000,8,3135.005474090576,10111764,0.1087188720703125,3150.374174118042,46.566009521484375,0.018835067749023438
w,1,9100000,9100000,9,3134.178876876831,10111764,0.11014938354492188,3150.374174118042,46.566009521484375,0.019550323486328125
