scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,16,9100000,145600000,0,4803.5726100206375,161774191,1.85394287109375,76857.1617603302,19047.990083694458,208.92620086669922
w,16,9100000,145600000,1,4824.656292796135,161774191,1.5642642974853516,77194.50068473816,19047.990083694458,160.5985164642334
w,16,9100000,145600000,2,4931.2407821416855,161774191,1.7158985137939453,78899.85251426697,19047.990083694458,123.74567985534668
w,16,9100000,145600000,3,4712.756350636482,161774191,1.5933513641357422,78899.85251426697,19047.990083694458,40.64178466796875
w,16,9100000,145600000,4,4820.749968290329,161774191,1.5444755554199219,78899.85251426697,19047.990083694458,84.25593376159668
w,16,9100000,145600000,5,4691.081032156944,161774191,1.583099365234375,78899.85251426697,19047.990083694458,46.61726951599121
w,16,9100000,145600000,6,4799.3049174547195,161774191,1.695394515991211,78899.85251426697,19047.990083694458,224.35641288757324
w,16,9100000,145600000,7,4891.167908906937,161774191,1.5070438385009766,78899.85251426697,19047.990083694458,139.3117904663086
w,16,9100000,145600000,8,4723.154217004776,161774191,1.6548633575439453,78899.85251426697,19047.990083694458,84.15913581848145
w,16,9100000,145600000,9,4733.348995447159,161774191,1.661539077758789,78899.85251426697,19047.990083694458,113.6007308959961
