scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,4,9100000,36400000,0,4327.903926372528,40437898,0.9849071502685547,17311.615705490112,97874.2983341217,92.47589111328125
w,4,9100000,36400000,1,4291.175603866577,40437898,0.7560253143310547,17311.615705490112,97874.2983341217,77.73542404174805
w,4,9100000,36400000,2,4348.520755767822,40437898,0.7641315460205078,17394.08302307129,97874.2983341217,76.23100280761719
w,4,9100000,36400000,3,4350.176930427551,40437898,0.8473396301269531,17400.707721710205,97874.2983341217,51.17225646972656
w,4,9100000,36400000,4,4326.186835765839,40437898,0.7328987121582031,17400.707721710205,97874.2983341217,41.92709922790527
w,4,9100000,36400000,5,4357.101619243622,40437898,0.7333755493164062,17428.406476974487,97874.2983341217,91.58515930175781
w,4,9100000,36400000,6,4333.580732345581,40437898,0.8182525634765625,17428.406476974487,97874.2983341217,94.47050094604492
w,4,9100000,36400000,7,4342.220723628998,40437898,0.7636547088623047,17428.406476974487,97874.2983341217,78.44328880310059
w,4,9100000,36400000,8,4332.299053668976,40437898,0.7753372192382812,17428.406476974487,97874.2983341217,53.79199981689453
w,4,9100000,36400000,9,4353.603959083557,40437898,0.7610321044921875,17428.406476974487,97874.2983341217,96.26102447509766
