world,iteration,com_init_t,barrier_latency_ms,msg_size_bytes,allreduce_latency_ms,allreduce_bandwidth_mbps,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
32,0,31611.910343170166,5.87153434753418,8,10.736942291259766,0.000710574232801883,10240,31692.94047355652,316.9294047355652,0.005288567309906245,0.0009000000000000001,0.006188567309906245
32,0,31611.910343170166,5.87153434753418,64,14.640450477600098,0.004168939770219765,10240,31720.2650308609,317.202650308609,0.005293121411898494,0.0009000000000000001,0.006193121411898494
32,0,31611.910343170166,5.87153434753418,512,14.16318416595459,0.03447538662765741,10240,31716.924166679382,317.1692416667938,0.005292564600087953,0.0009000000000000001,0.006192564600087953
32,0,31611.910343170166,5.87153434753418,4096,14.630460739135742,0.2669943257187369,10240,31720.19510269165,317.2019510269165,0.00529310975718031,0.0009000000000000001,0.006193109757180309
32,0,31611.910343170166,5.87153434753418,32768,14.97814655303955,2.0863729627253758,10240,31722.628903388977,317.22628903388977,0.005293515391441131,0.0009000000000000001,0.0061935153914411305
32,0,31611.910343170166,5.87153434753418,262144,17.58580207824707,14.21601351406314,10240,31740.88249206543,317.4088249206543,0.00529655766230507,0.0009000000000000001,0.006196557662305069
32,0,31611.910343170166,5.87153434753418,1048576,14.309000968933105,69.88608094800912,10240,31717.944884300232,317.1794488430023,0.005292734720031667,0.0009000000000000001,0.006192734720031667
32,1,31611.910343170166,7.657217979431152,8,14.315295219421387,0.0005329540477027183,10240,31719.774627685547,317.19774627685547,0.005293039677872468,0.0009000000000000001,0.006193039677872467
32,1,31611.910343170166,7.657217979431152,64,36.797547340393066,0.0016586745764710531,10240,31877.15039253235,318.7715039253235,0.00531926902447219,0.0009000000000000001,0.006219269024472189
32,1,31611.910343170166,7.657217979431152,512,10.383200645446777,0.04702608248393237,10240,31692.249965667725,316.92249965667725,0.005288452225027943,0.0009000000000000001,0.006188452225027943
32,1,31611.910343170166,7.657217979431152,4096,11.007332801818848,0.35487706879858605,10240,31696.61889076233,316.9661889076233,0.005289180380666686,0.0009000000000000001,0.0061891803806666855
32,1,31611.910343170166,7.657217979431152,32768,11.91868782043457,2.6219329233895974,10240,31702.99837589264,317.0299837589264,0.005290243630314899,0.0009000000000000001,0.006190243630314899
32,1,31611.910343170166,7.657217979431152,262144,14.716815948486328,16.98737015364477,10240,31722.585272789,317.22585272789,0.005293508119659925,0.0009000000000000001,0.006193508119659925
32,1,31611.910343170166,7.657217979431152,1048576,14.256000518798828,70.14590092651437,10240,31719.35956478119,317.1935956478119,0.0052929705005833865,0.0009000000000000001,0.006192970500583386
32,2,31611.910343170166,4.4953107833862305,8,10.145330429077148,0.000752010452945296,10240,31687.422966957092,316.8742296695709,0.005287647723633838,0.0009000000000000001,0.006187647723633838
32,2,31611.910343170166,4.4953107833862305,64,13.521289825439453,0.00451400399207228,10240,31711.05468273163,317.1105468273163,0.005291586350806832,0.0009000000000000001,0.006191586350806832
32,2,31611.910343170166,4.4953107833862305,512,13.42003345489502,0.03638450318630891,10240,31710.345888137817,317.1034588813782,0.005291468218138266,0.0009000000000000001,0.006191468218138266
32,2,31611.910343170166,4.4953107833862305,4096,11.675882339477539,0.3345571569175982,10240,31698.136830329895,316.98136830329895,0.0052894333711005935,0.0009000000000000001,0.006189433371100593
32,2,31611.910343170166,4.4953107833862305,32768,14.401721954345703,2.1698794143550555,10240,31717.217707633972,317.1721770763397,0.005292613523678232,0.0009000000000000001,0.0061926135236782314
32,2,31611.910343170166,4.4953107833862305,262144,12.44971752166748,20.080776898343288,10240,31703.553676605225,317.03553676605225,0.0052903361806187635,0.0009000000000000001,0.006190336180618763
32,2,31611.910343170166,4.4953107833862305,1048576,13.997912406921387,71.43922400211203,10240,31714.391040802002,317.14391040802,0.005292142411597348,0.0009000000000000001,0.006192142411597348
32,3,31611.910343170166,7.384467124938965,8,12.062668800354004,0.0006324798149996542,10240,31703.733491897583,317.03733491897583,0.005290366149894095,0.0009000000000000001,0.006190366149894095
32,3,31611.910343170166,7.384467124938965,64,13.771796226501465,0.004431895102582791,10240,31715.697383880615,317.15697383880615,0.005292360135879231,0.0009000000000000001,0.006192360135879231
32,3,31611.910343170166,7.384467124938965,512,9.820032119750977,0.0497229789114358,10240,31688.03503513336,316.8803503513336,0.005287749735200573,0.0009000000000000001,0.0061877497352005725
32,3,31611.910343170166,7.384467124938965,4096,13.550877571105957,0.28826546321465957,10240,31714.150953292847,317.14150953292847,0.005292102396932459,0.0009000000000000001,0.006192102396932459
32,3,31611.910343170166,7.384467124938965,32768,11.016988754272461,2.8365282653012645,10240,31696.413731575012,316.9641373157501,0.005289146187400413,0.0009000000000000001,0.006189146187400412
32,3,31611.910343170166,7.384467124938965,262144,10.990571975708008,22.746768826278043,10240,31696.22881412506,316.9622881412506,0.005289115367763782,0.0009000000000000001,0.0061891153677637815
32,3,31611.910343170166,7.384467124938965,1048576,13.241410255432129,75.52065684165039,10240,31711.98468208313,317.1198468208313,0.00529174135100875,0.0009000000000000001,0.00619174135100875
32,4,31611.910343170166,6.647801399230957,8,15.858936309814453,0.00048107857817226225,10240,31729.570698738098,317.295706987381,0.005294672359646583,0.0009000000000000001,0.0061946723596465825
32,4,31611.910343170166,6.647801399230957,64,13.743066787719727,0.00444115983664859,10240,31714.759612083435,317.14759612083435,0.00529220384026711,0.0009000000000000001,0.00619220384026711
32,4,31611.910343170166,6.647801399230957,512,12.451839447021484,0.03921358383052379,10240,31705.721020698547,317.0572102069855,0.005290697405356765,0.0009000000000000001,0.006190697405356765
32,4,31611.910343170166,6.647801399230957,4096,9.790182113647461,0.39899666366315173,10240,31687.08941936493,316.8708941936493,0.005287592132257295,0.0009000000000000001,0.006187592132257295
32,4,31611.910343170166,6.647801399230957,32768,12.6326322555542,2.4737520548229597,10240,31706.986570358276,317.06986570358276,0.005290908330721903,0.0009000000000000001,0.006190908330721903
32,4,31611.910343170166,6.647801399230957,262144,11.294150352478027,22.135352567282585,10240,31697.617197036743,316.97617197036743,0.005289346765378523,0.0009000000000000001,0.006189346765378523
32,4,31611.910343170166,6.647801399230957,1048576,11.728978157043457,85.25891911559938,10240,31700.6609916687,317.006609916687,0.005289854065498448,0.0009000000000000001,0.006189854065498448
32,5,31611.910343170166,4.760336875915527,8,13.220024108886719,0.0005771089726017515,10240,31709.21084880829,317.0921084880829,0.005291279044538332,0.0009000000000000001,0.006191279044538331
