world,iteration,com_init_t,barrier_latency_ms,msg_size_bytes,allreduce_latency_ms,allreduce_bandwidth_mbps,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
4,0,3220.019578933716,1.4167308807373047,8,3.06699275970459,0.002487581526597688,10240,3242.9052591323853,32.42905259132385,0.0005412852908238173,0.0002,0.0007412852908238172
4,0,3220.019578933716,1.4167308807373047,64,3.145766258239746,0.019402317667477624,10240,3243.4566736221313,32.43456673622131,0.0005413771934225798,0.0002,0.0007413771934225798
4,0,3220.019578933716,1.4167308807373047,512,3.7747621536254883,0.12935417653560713,10240,3247.8596448898315,32.478596448898315,0.0005421110234348536,0.0002,0.0007421110234348536
4,0,3220.019578933716,1.4167308807373047,4096,4.574489593505859,0.8539204036108158,10240,3253.457736968994,32.53457736968994,0.0005430440406474113,0.0002,0.0007430440406474113
4,0,3220.019578933716,1.4167308807373047,32768,4.332685470581055,7.212616796715936,10240,3251.7651081085205,32.517651081085205,0.0005427619352731228,0.0002,0.0007427619352731228
4,0,3220.019578933716,1.4167308807373047,262144,4.194402694702148,59.60324227231905,10240,3250.797128677368,32.50797128677368,0.000542600605045271,0.0002,0.000742600605045271
4,0,3220.019578933716,1.4167308807373047,1048576,4.735517501831055,211.17016241906737,10240,3254.5849323272705,32.545849323272705,0.0005432319069161892,0.0002,0.0007432319069161892
4,1,3220.019578933716,1.5448808670043945,8,3.2856225967407227,0.002322054437663723,10240,3244.5638179779053,32.44563817977905,0.0005415617178509235,0.0002,0.0007415617178509235
4,1,3220.019578933716,1.5448808670043945,64,4.965448379516602,0.012291972765597842,10240,3256.3225984573364,32.563225984573364,0.0005435215185170889,0.0002,0.0007435215185170889
4,1,3220.019578933716,1.5448808670043945,512,4.912066459655762,0.09940444698995762,10240,3255.9489250183105,32.559489250183105,0.0005434592394860269,0.0002,0.0007434592394860268
4,1,3220.019578933716,1.5448808670043945,4096,3.431272506713867,1.138426048166317,10240,3245.5833673477173,32.45583367347717,0.000541731643085742,0.0002,0.000741731643085742
