world,iteration,com_init_t,barrier_latency_ms,msg_size_bytes,allreduce_latency_ms,allreduce_bandwidth_mbps,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
1,0,6.306648254394531,0.0018835067749023438,8,0.01201629638671875,0.6349206349206349,10240,6.392645835876465,0.06392645835876465,1.2654431035280227e-06,0.000125,0.00012626544310352802
1,0,6.306648254394531,0.0018835067749023438,64,0.008749961853027344,6.975476839237056,10240,6.369781494140625,0.06369781494140625,1.2616323722839356e-06,0.000125,0.00012626163237228395
1,0,6.306648254394531,0.0018835067749023438,512,0.008988380432128906,54.3236074270557,10240,6.371450424194336,0.06371450424194336,1.2619105278491974e-06,0.000125,0.0001262619105278492
1,0,6.306648254394531,0.0018835067749023438,4096,0.011944770812988281,327.0259481037924,10240,6.392145156860352,0.06392145156860352,1.2653596568584444e-06,0.000125,0.00012626535965685844
1,0,6.306648254394531,0.0018835067749023438,32768,0.034999847412109375,892.8610354223432,10240,6.553530693054199,0.06553530693054199,1.2922573000192643e-06,0.000125,0.00012629225730001928
1,0,6.306648254394531,0.0018835067749023438,262144,0.22094249725341797,1131.516132513219,10240,7.855129241943359,0.0785512924194336,1.509190825366974e-06,0.000125,0.00012650919082536697
1,0,6.306648254394531,0.0018835067749023438,1048576,0.8767127990722656,1140.6243881213968,10240,12.445521354675293,0.12445521354675293,2.274257707619667e-06,0.000125,0.00012727425770761968
1,1,6.306648254394531,0.0007390975952148438,8,0.008916854858398438,0.8556149732620321,10240,6.369805335998535,0.06369805335998535,1.2616363459348679e-06,0.000125,0.00012626163634593487
1,1,6.306648254394531,0.0007390975952148438,64,0.008654594421386719,7.0523415977961434,10240,6.367969512939453,0.06367969512939453,1.2613303748130798e-06,0.000125,0.00012626133037481308
1,1,6.306648254394531,0.0007390975952148438,512,0.008821487426757812,55.351351351351354,10240,6.369137763977051,0.06369137763977051,1.2615250837087632e-06,0.000125,0.00012626152508370876
1,1,6.306648254394531,0.0007390975952148438,4096,0.012516975402832031,312.0761904761905,10240,6.39500617980957,0.0639500617980957,1.2658364949703216e-06,0.000125,0.00012626583649497032
1,1,6.306648254394531,0.0007390975952148438,32768,0.03666877746582031,852.22366710013,10240,6.564068794250488,0.06564068794250488,1.2940136537313461e-06,0.000125,0.00012629401365373135
1,1,6.306648254394531,0.0007390975952148438,262144,0.21770000457763672,1148.3692914248165,10240,7.831287384033203,0.07831287384033203,1.505217174434662e-06,0.000125,0.00012650521717443467
1,1,6.306648254394531,0.0007390975952148438,1048576,0.8657217025756836,1155.1056153782602,10240,12.367439270019531,0.12367439270019531,2.261244000816345e-06,0.000125,0.00012726124400081634
