world,iteration,com_init_t,barrier_latency_ms,msg_size_bytes,allreduce_latency_ms,allreduce_bandwidth_mbps,lambda_memory_mb,lambda_duration_ms,lambda_gb_seconds,lambda_cost_usd,step_fn_cost_usd,total_cost_usd
1,0,3.741741180419922,0.00209808349609375,8,0.011682510375976562,0.6530612244897959,10240,3.8256168365478516,0.038256168365478516,8.376040812969209e-07,0.000125,0.00012583760408129693
1,0,3.741741180419922,0.00209808349609375,64,0.009059906005859375,6.7368421052631575,10240,3.8072586059570312,0.03807258605957031,8.345443700790406e-07,0.000125,0.00012583454437007903
1,0,3.741741180419922,0.00209808349609375,512,0.009250640869140625,52.78350515463918,10240,3.80859375,0.0380859375,8.3476689453125e-07,0.000125,0.00012583476689453127
1,0,3.741741180419922,0.00209808349609375,4096,0.01220703125,320.0,10240,3.8292884826660156,0.038292884826660156,8.382160235404969e-07,0.000125,0.0001258382160235405
1,0,3.741741180419922,0.00209808349609375,32768,0.03542900085449219,882.0457604306864,10240,3.991842269897461,0.03991842269897461,8.653083755970001e-07,0.000125,0.000125865308375597
1,0,3.741741180419922,0.00209808349609375,262144,0.2195596694946289,1138.642632207623,10240,5.280756950378418,0.05280756950378418,1.08012791864872e-06,0.000125,0.00012608012791864872
1,0,3.741741180419922,0.00209808349609375,1048576,0.8637428283691406,1157.7520150160096,10240,9.7900390625,0.097900390625,1.8316764404296876e-06,0.000125,0.00012683167644042968
1,1,3.741741180419922,0.000667572021484375,8,0.008940696716308594,0.8533333333333334,10240,3.8049936294555664,0.038049936294555664,8.34166873240471e-07,0.000125,0.00012583416687324047
1,1,3.741741180419922,0.000667572021484375,64,0.008821487426757812,6.918918918918919,10240,3.804159164428711,0.03804159164428711,8.3402779545784e-07,0.000125,0.00012583402779545785
1,1,3.741741180419922,0.000667572021484375,512,0.009250640869140625,52.78350515463918,10240,3.8071632385253906,0.038071632385253906,8.345284754753113e-07,0.000125,0.0001258345284754753
1,1,3.741741180419922,0.000667572021484375,4096,0.012063980102539062,323.79446640316206,10240,3.8268566131591797,0.0382685661315918,8.37810711145401e-07,0.000125,0.00012583781071114541
1,1,3.741741180419922,0.000667572021484375,32768,0.047206878662109375,661.979797979798,10240,4.072856903076172,0.04072856903076172,8.788108414649963e-07,0.000125,0.000125878810841465
1,1,3.741741180419922,0.000667572021484375,262144,0.2362966537475586,1057.9921299566138,10240,5.396485328674316,0.053964853286743164,1.0994160202741622e-06,0.000125,0.00012609941602027415
1,1,3.741741180419922,0.000667572021484375,1048576,0.872039794921875,1146.7366579177603,10240,9.846687316894531,0.09846687316894531,1.8411178350448608e-06,0.000125,0.00012684111783504485
1,2,3.741741180419922,0.0006198883056640625,8,0.00896453857421875,0.851063829787234,10240,3.805112838745117,0.03805112838745117,8.341867414951324e-07,0.000125,0.00012583418674149514
1,2,3.741741180419922,0.0006198883056640625,64,0.009918212890625,6.153846153846153,10240,3.811788558959961,0.03811788558959961,8.352993637561799e-07,0.000125,0.00012583529936375617
1,2,3.741741180419922,0.0006198883056640625,512,0.008893013000488281,54.90616621983914,10240,3.804612159729004,0.03804612159729004,8.34103294825554e-07,0.000125,0.00012583410329482556
1,2,3.741741180419922,0.0006198883056640625,4096,0.011801719665527344,330.989898989899,10240,3.8249731063842773,0.03824973106384277,8.374967927217483e-07,0.000125,0.00012583749679272174
1,2,3.741741180419922,0.0006198883056640625,32768,0.03399848937988281,919.1584852734924,10240,3.9803504943847656,0.039803504943847656,8.633930758476258e-07,0.000125,0.00012586339307584763
1,2,3.741741180419922,0.0006198883056640625,262144,0.21829605102539062,1145.2337265181302,10240,5.27043342590332,0.0527043342590332,1.0784073277950286e-06,0.000125,0.00012607840732779504
1,2,3.741741180419922,0.0006198883056640625,1048576,0.86822509765625,1151.7750439367312,10240,9.819936752319336,0.09819936752319336,1.8366593986988069e-06,0.000125,0.0001268366593986988
