scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,287.69251704216003,5053674,12.886285781860352,2301.5401363372803,241.64080619812012,81.69674873352051
s,8,568750,4550000,1,257.8892707824707,5053674,11.251449584960938,2301.5401363372803,241.64080619812012,46.87643051147461
s,8,568750,4550000,2,248.46571683883667,5053674,12.04824447631836,2301.5401363372803,241.64080619812012,32.00244903564453
s,8,568750,4550000,3,255.86625933647156,5053674,12.13383674621582,2301.5401363372803,241.64080619812012,39.28828239440918
s,8,568750,4550000,4,259.369432926178,5053674,11.803388595581055,2301.5401363372803,241.64080619812012,42.55032539367676
s,8,568750,4550000,5,246.4185655117035,5053674,13.895273208618164,2301.5401363372803,241.64080619812012,30.03668785095215
s,8,568750,4550000,6,248.66876006126404,5053674,11.072874069213867,2301.5401363372803,241.64080619812012,31.53252601623535
s,8,568750,4550000,7,245.03380060195923,5053674,11.316061019897461,2301.5401363372803,241.64080619812012,30.474424362182617
s,8,568750,4550000,8,245.53844332695007,5053674,12.003660202026367,2301.5401363372803,241.64080619812012,31.26239776611328
s,8,568750,4550000,9,241.09378457069397,5053674,15.180826187133789,2301.5401363372803,241.64080619812012,24.529457092285156
