scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,362.8009557723999,5053674,11.509895324707031,2902.407646179199,2217.974901199341,160.32648086547852
s,8,568750,4550000,1,278.71865034103394,5053674,13.594388961791992,2902.407646179199,2217.974901199341,52.98948287963867
s,8,568750,4550000,2,256.1405301094055,5053674,11.502981185913086,2902.407646179199,2217.974901199341,42.42682456970215
s,8,568750,4550000,3,251.37296319007874,5053674,11.623620986938477,2902.407646179199,2217.974901199341,32.19437599182129
s,8,568750,4550000,4,267.36101508140564,5053674,11.642694473266602,2902.407646179199,2217.974901199341,27.08578109741211
s,8,568750,4550000,5,251.8661618232727,5053674,18.230915069580078,2902.407646179199,2217.974901199341,37.56380081176758
s,8,568750,4550000,6,270.0583338737488,5053674,13.654232025146484,2902.407646179199,2217.974901199341,51.83982849121094
s,8,568750,4550000,7,249.7214674949646,5053674,12.880086898803711,2902.407646179199,2217.974901199341,34.33799743652344
s,8,568750,4550000,8,245.56118249893188,5053674,11.125564575195312,2902.407646179199,2217.974901199341,38.41209411621094
s,8,568750,4550000,9,270.1021730899811,5053674,11.720418930053711,2902.407646179199,2217.974901199341,37.78362274169922
