scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,64,71093,4550000,0,148.1744609773159,5058011,27.658462524414062,9483.165502548218,2890.3121948242188,1011.8868350982666
s,64,71093,4550000,1,113.75442892313004,5058011,30.327320098876953,9483.165502548218,2890.3121948242188,15.091180801391602
s,64,71093,4550000,2,93.69291737675667,5058011,38.14840316772461,9483.165502548218,2890.3121948242188,18.975019454956055
s,64,71093,4550000,3,111.60572245717049,5058011,35.37154197692871,9483.165502548218,2890.3121948242188,23.8649845123291
s,64,71093,4550000,4,112.48936504125595,5058011,35.238027572631836,9483.165502548218,2890.3121948242188,13.033628463745117
s,64,71093,4550000,5,102.82772034406662,5058011,40.18998146057129,9483.165502548218,2890.3121948242188,16.020774841308594
s,64,71093,4550000,6,101.06662288308144,5058011,37.39786148071289,9483.165502548218,2890.3121948242188,21.74997329711914
s,64,71093,4550000,7,91.96727722883224,5058011,46.675682067871094,9483.165502548218,2890.3121948242188,15.385150909423828
s,64,71093,4550000,8,95.2422246336937,5058011,42.02842712402344,9483.165502548218,2890.3121948242188,17.240285873413086
s,64,71093,4550000,9,92.9003655910492,5058011,36.8647575378418,9483.165502548218,2890.3121948242188,18.428564071655273
