scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,291.44421219825745,5053674,20.20883560180664,2331.5536975860596,157.35960006713867,91.93301200866699
s,8,568750,4550000,1,263.0346119403839,5053674,14.31417465209961,2331.5536975860596,157.35960006713867,3.7851333618164062
s,8,568750,4550000,2,267.37913489341736,5053674,11.899232864379883,2331.5536975860596,157.35960006713867,10.544300079345703
s,8,568750,4550000,3,258.64481925964355,5053674,12.700557708740234,2331.5536975860596,157.35960006713867,8.38327407836914
s,8,568750,4550000,4,244.7700798511505,5053674,11.203765869140625,2331.5536975860596,157.35960006713867,3.9954185485839844
s,8,568750,4550000,5,255.21251559257507,5053674,10.963678359985352,2331.5536975860596,157.35960006713867,8.7738037109375
s,8,568750,4550000,6,251.1308491230011,5053674,10.846614837646484,2331.5536975860596,157.35960006713867,10.043621063232422
s,8,568750,4550000,7,254.78509068489075,5053674,11.667728424072266,2331.5536975860596,157.35960006713867,16.071557998657227
s,8,568750,4550000,8,268.7660753726959,5053674,11.063814163208008,2331.5536975860596,157.35960006713867,25.044918060302734
s,8,568750,4550000,9,244.47372555732727,5053674,10.65516471862793,2331.5536975860596,157.35960006713867,9.384393692016602
