rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,538.5332107543945,7,0.0001537799835205078,2.384185791015625e-05,6.747245788574219e-05,0.0005376338958740234,0.0062847137451171875,0.05044436454772949,0.4809842109680176,3.4301280975341797,538.5332107543945,26.185035705566406,0.031232833862304688
1,537.7960205078125,7,5.245208740234375e-05,1.52587890625e-05,6.437301635742188e-05,0.00039958953857421875,0.005941867828369141,0.04931783676147461,0.4819676876068115,0.12159347534179688,538.5332107543945,26.185035705566406,0.02288818359375
2,537.039041519165,7,4.982948303222656e-05,1.430511474609375e-05,5.459785461425781e-05,0.0003864765167236328,0.005627632141113281,0.04885125160217285,0.48201680183410645,0.1251697540283203,538.5332107543945,26.185035705566406,0.020503997802734375
3,537.8940105438232,7,4.982948303222656e-05,1.4781951904296875e-05,5.14984130859375e-05,0.0003864765167236328,0.0056455135345458984,0.048734188079833984,0.4829740524291992,0.12040138244628906,538.5332107543945,26.185035705566406,0.018596649169921875
4,536.3290309906006,7,4.887580871582031e-05,1.4543533325195312e-05,5.316734313964844e-05,0.00038552284240722656,0.0056569576263427734,0.048851966857910156,0.48128247261047363,0.11920928955078125,538.5332107543945,26.185035705566406,0.017404556274414062
5,540.7001972198486,7,5.030632019042969e-05,1.4543533325195312e-05,5.173683166503906e-05,0.00042128562927246094,0.005642414093017578,0.04875588417053223,0.48572564125061035,0.12183189392089844,540.7001972198486,26.185035705566406,0.020265579223632812
6,538.6784076690674,7,5.1021575927734375e-05,1.4543533325195312e-05,5.125999450683594e-05,0.0003821849822998047,0.005681276321411133,0.049530982971191406,0.48293089866638184,0.12445449829101562,540.7001972198486,26.185035705566406,0.019311904907226562
7,539.4816398620605,7,4.887580871582031e-05,1.5735626220703125e-05,5.1021575927734375e-05,0.00041937828063964844,0.005715370178222656,0.05045485496520996,0.48273777961730957,0.118255615234375,540.7001972198486,26.185035705566406,0.018835067749023438
8,539.165735244751,7,4.887580871582031e-05,1.5974044799804688e-05,5.125999450683594e-05,0.000385284423828125,0.005731821060180664,0.04902458190917969,0.48386335372924805,0.11992454528808594,540.7001972198486,26.185035705566406,0.024318695068359375
9,537.792444229126,7,4.9114227294921875e-05,1.4781951904296875e-05,5.841255187988281e-05,0.00038886070251464844,0.005724191665649414,0.04923582077026367,0.4822816848754883,0.12373924255371094,540.7001972198486,26.185035705566406,0.020503997802734375
