rank,avg_t,tot_l,time1,time2,time3,time4,time5,time6,time7,elapsed_t,max_t,com_init_t,barrier_t
0,549.393892288208,7,0.00011992454528808594,2.47955322265625e-05,6.580352783203125e-05,0.0005669593811035156,0.006471872329711914,0.0503995418548584,0.49169278144836426,3.5223960876464844,549.393892288208,26.828289031982422,0.02765655517578125
1,560.1797103881836,7,4.482269287109375e-05,1.3589859008789062e-05,6.365776062011719e-05,0.0004055500030517578,0.005876064300537109,0.04974842071533203,0.5039927959442139,0.11801719665527344,560.1797103881836,26.828289031982422,0.020742416381835938
2,549.1447448730469,7,4.601478576660156e-05,1.430511474609375e-05,5.507469177246094e-05,0.001275777816772461,0.005807638168334961,0.049521684646606445,0.4923868179321289,0.11944770812988281,560.1797103881836,26.828289031982422,0.019073486328125
3,549.1526126861572,7,4.696846008300781e-05,1.4066696166992188e-05,5.2928924560546875e-05,0.00040340423583984375,0.005862712860107422,0.04967904090881348,0.4930574893951416,0.11897087097167969,560.1797103881836,26.828289031982422,0.017642974853515625
4,549.3850708007812,7,4.673004150390625e-05,1.3828277587890625e-05,5.269050598144531e-05,0.00040721893310546875,0.005890369415283203,0.050102949142456055,0.49283361434936523,0.12183189392089844,560.1797103881836,26.828289031982422,0.018835067749023438
5,553.9705753326416,7,4.6253204345703125e-05,1.4781951904296875e-05,8.726119995117188e-05,0.0004448890686035156,0.005823373794555664,0.05000615119934082,0.49750852584838867,0.11873245239257812,560.1797103881836,26.828289031982422,0.019073486328125
6,552.4306297302246,7,4.839897155761719e-05,1.5020370483398438e-05,5.1975250244140625e-05,0.00039839744567871094,0.00591731071472168,0.04942655563354492,0.49653172492980957,0.1533031463623047,560.1797103881836,26.828289031982422,0.021219253540039062
7,550.8019924163818,7,6.318092346191406e-05,2.47955322265625e-05,9.059906005859375e-05,0.0006701946258544922,0.0059659481048583984,0.05000114440917969,0.4939403533935547,0.12254714965820312,560.1797103881836,26.828289031982422,0.02384185791015625
8,552.9866218566895,7,5.14984130859375e-05,1.5020370483398438e-05,5.459785461425781e-05,0.00040411949157714844,0.0058994293212890625,0.05089831352233887,0.4956207275390625,0.1201629638671875,560.1797103881836,26.828289031982422,0.0247955322265625
9,550.4624843597412,7,4.863739013671875e-05,1.4781951904296875e-05,5.91278076171875e-05,0.00040912628173828125,0.0059223175048828125,0.049553632736206055,0.4944183826446533,0.11730194091796875,560.1797103881836,26.828289031982422,0.018596649169921875
