scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,16,284375,4550000,0,172.98635840415955,5053413,2.005338668823242,2767.7817344665527,1655.6761264801025,6.332635879516602
s,16,284375,4550000,1,140.16132056713104,5053413,1.6019344329833984,2767.7817344665527,1655.6761264801025,3.298044204711914
s,16,284375,4550000,2,139.06334340572357,5053413,1.6312599182128906,2767.7817344665527,1655.6761264801025,7.055521011352539
s,16,284375,4550000,3,137.50997185707092,5053413,1.6498565673828125,2767.7817344665527,1655.6761264801025,6.0272216796875
s,16,284375,4550000,4,140.0156319141388,5053413,1.6846656799316406,2767.7817344665527,1655.6761264801025,5.224466323852539
s,16,284375,4550000,5,138.131245970726,5053413,1.6639232635498047,2767.7817344665527,1655.6761264801025,5.157947540283203
s,16,284375,4550000,6,137.78337836265564,5053413,1.6696453094482422,2767.7817344665527,1655.6761264801025,4.583597183227539
s,16,284375,4550000,7,139.40204679965973,5053413,1.836538314819336,2767.7817344665527,1655.6761264801025,11.64102554321289
s,16,284375,4550000,8,143.29369366168976,5053413,1.6710758209228516,2767.7817344665527,1655.6761264801025,6.972551345825195
s,16,284375,4550000,9,137.2271627187729,5053413,1.5270709991455078,2767.7817344665527,1655.6761264801025,5.625724792480469
