scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,64,71093,4550000,0,147.19544351100922,5058011,5.354404449462891,9420.50838470459,70960.10160446167,12.36414909362793
s,64,71093,4550000,1,105.62771558761597,5058011,2.3691654205322266,9420.50838470459,70960.10160446167,4.674196243286133
s,64,71093,4550000,2,104.88680377602577,5058011,2.8336048126220703,9420.50838470459,70960.10160446167,4.917383193969727
s,64,71093,4550000,3,117.60851740837097,5058011,2.6655197143554688,9420.50838470459,70960.10160446167,5.705595016479492
s,64,71093,4550000,4,111.15722730755806,5058011,2.711772918701172,9420.50838470459,70960.10160446167,7.9936981201171875
s,64,71093,4550000,5,112.33137547969818,5058011,2.810239791870117,9420.50838470459,70960.10160446167,9.515047073364258
s,64,71093,4550000,6,100.1775711774826,5058011,2.3882389068603516,9420.50838470459,70960.10160446167,10.447502136230469
s,64,71093,4550000,7,100.79918429255486,5058011,2.5513172149658203,9420.50838470459,70960.10160446167,3.7076473236083984
s,64,71093,4550000,8,99.75326806306839,5058011,2.817392349243164,9420.50838470459,70960.10160446167,5.162715911865234
s,64,71093,4550000,9,100.04356503486633,5058011,2.4423599243164062,9420.50838470459,70960.10160446167,4.045009613037109
