scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,274.876207113266,5053674,1.5268325805664062,2199.009656906128,2650.643825531006,2.119779586791992
s,8,568750,4550000,1,247.7659285068512,5053674,1.3475418090820312,2199.009656906128,2650.643825531006,1.9123554229736328
s,8,568750,4550000,2,245.45302987098694,5053674,1.382589340209961,2199.009656906128,2650.643825531006,3.239154815673828
s,8,568750,4550000,3,242.30685830116272,5053674,1.4829635620117188,2199.009656906128,2650.643825531006,2.7179718017578125
s,8,568750,4550000,4,253.64473462104797,5053674,1.4576911926269531,2199.009656906128,2650.643825531006,4.314422607421875
s,8,568750,4550000,5,439.1748309135437,5053674,1.6303062438964844,3513.3986473083496,2650.643825531006,188.42196464538574
s,8,568750,4550000,6,245.95734477043152,5053674,1.7001628875732422,3513.3986473083496,2650.643825531006,1.0464191436767578
s,8,568750,4550000,7,455.3433358669281,5053674,1.4209747314453125,3642.746686935425,2650.643825531006,6.109714508056641
s,8,568750,4550000,8,250.72336196899414,5053674,1.3082027435302734,3642.746686935425,2650.643825531006,2.105236053466797
s,8,568750,4550000,9,250.31155347824097,5053674,1.356363296508789,3642.746686935425,2650.643825531006,3.843069076538086
