channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
fmi-direct-redis,scatter,8,8,0.027493,0.034809,0.02864,0.2775,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,64,64,0.027197,0.031668,0.027865,2.2441,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,512,512,0.030124,0.034264,0.030786,16.209,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,4096,4096,0.030933,0.044893,0.032871,126.281,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,32768,32768,0.054578,0.063751,0.055934,572.575,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,262144,262144,0.259953,0.331576,0.264367,961.7123,0.0,20,False,0,2,2,3
fmi-direct-redis,scatter,1048576,1048576,0.912266,1.000512,0.915327,1096.1715,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,8,4,0.027114,0.035564,0.027719,0.1407,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,64,32,0.027027,0.038719,0.028295,1.1292,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,512,256,0.028164,0.036178,0.028849,8.6684,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,4096,2048,0.030228,0.04801,0.032134,64.612,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,32768,16384,0.056547,0.074334,0.056948,276.3188,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,262144,131072,0.209028,0.231048,0.210914,598.0046,0.0,20,False,0,2,2,3
fmi-direct-redis,scatterv,1048576,524288,0.717171,0.744759,0.718439,697.1833,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,8,8,0.242979,0.252447,0.242852,0.0314,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,64,64,0.243334,0.250335,0.240596,0.2508,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,512,512,0.242064,0.267555,0.240251,2.0172,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,4096,4096,0.243076,0.263023,0.224194,16.0701,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,32768,32768,0.211854,0.26424,0.225014,147.5076,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,262144,262144,0.379086,0.471971,0.387144,659.481,0.0,20,False,0,2,2,3
fmi-direct-redis,gather,1048576,1048576,1.740665,1.813918,1.678106,574.4932,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,8,8,0.44934,0.617025,0.429097,0.017,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,64,64,0.325309,0.564353,0.392171,0.1876,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,512,512,0.413318,0.449608,0.410185,1.1814,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,4096,4096,0.544426,0.559679,0.52758,7.175,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,32768,32768,0.593695,0.783417,0.605465,52.6365,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,262144,262144,0.430267,0.578891,0.479778,581.0346,0.0,20,False,0,2,2,3
fmi-direct-redis,allgather,1048576,1048576,1.084792,1.179553,1.099296,921.8361,0.0,20,False,0,2,2,3
fmi-direct-redis,reduce,8,8,0.243461,0.253628,0.240595,0.0313,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,8,8,0.021607,0.035128,0.022725,0.3531,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,64,64,0.021704,0.025154,0.02199,2.8121,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,512,512,0.021491,0.02808,0.021985,22.7203,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,4096,4096,0.023631,0.03309,0.025077,165.3019,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,32768,32768,0.026235,0.034487,0.027,1191.1342,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,262144,262144,0.06323,0.071347,0.063722,3953.8507,0.0,20,False,0,2,2,3
fmi-direct-redis,broadcast,1048576,1048576,0.200345,0.230816,0.201055,4991.3899,0.0,20,False,0,2,2,3
fmi-direct-redis,allreduce,8,8,0.253131,0.276208,0.229768,0.0301,0.0,20,False,0,2,2,3
fmi-direct-redis,barrier,0,0,0.128796,0.25335,0.121888,0.0,0.128796,20,False,0,2,2,3
