scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,2,2275000,4550000,0,708.4972858428955,9100000,0.485767126083374,708.343505859375
s,2,2275000,4550000,1,484.9731922149658,9100000,0.42890043258666993,708.343505859375
s,2,2275000,4550000,2,489.22765254974365,9100000,0.4291846513748169,708.343505859375
s,2,2275000,4550000,3,489.8260831832886,9100000,0.43107388019561765,708.343505859375
s,2,2275000,4550000,4,495.4338073730469,9100000,0.4342247486114502,708.343505859375
s,2,2275000,4550000,5,501.6680955886841,9100000,0.431030797958374,708.343505859375
s,2,2275000,4550000,6,503.75354290008545,9100000,0.4310364484786987,708.343505859375
s,2,2275000,4550000,7,504.81486320495605,9100000,0.43363194465637206,708.343505859375
s,2,2275000,4550000,8,508.2564353942871,9100000,0.43433637619018556,708.343505859375
s,2,2275000,4550000,9,517.235279083252,9100000,0.43896143436431884,708.343505859375
