scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,8,568750,4550000,0,191.67107343673706,2275000,0.1596985340118408,192.8231716156006
s,8,568750,4550000,1,125.74383616447449,2275000,0.13664438724517822,192.8231716156006
s,8,568750,4550000,2,121.76316976547241,2275000,0.1326310634613037,192.8231716156006
s,8,568750,4550000,3,124.07168745994568,2275000,0.1325425386428833,192.8231716156006
s,8,568750,4550000,4,120.45130133628845,2275000,0.13699049949645997,192.8231716156006
s,8,568750,4550000,5,124.56876039505005,2275000,0.13289141654968262,192.8231716156006
s,8,568750,4550000,6,122.37942218780518,2275000,0.1346731662750244,192.8231716156006
s,8,568750,4550000,7,124.6633529663086,2275000,0.13401429653167723,192.8231716156006
s,8,568750,4550000,8,122.67559766769409,2275000,0.13248231410980224,192.8231716156006
s,8,568750,4550000,9,125.61243772506714,2275000,0.13313941955566405,192.8231716156006
