scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,32,142187,4550000,0,63.78479301929474,568748,524.9502658843994,2041.1133766174316,6.756067276000977,789.8962497711182
s,32,142187,4550000,1,38.98391127586365,568748,409.2905521392822,2041.1133766174316,6.756067276000977,111.88530921936035
s,32,142187,4550000,2,35.94229370355606,568748,393.0997848510742,2041.1133766174316,6.756067276000977,72.30353355407715
s,32,142187,4550000,3,39.469264447689056,568748,394.2739963531494,2041.1133766174316,6.756067276000977,77.76474952697754
s,32,142187,4550000,4,34.261345863342285,568748,383.47530364990234,2041.1133766174316,6.756067276000977,52.733659744262695
s,32,142187,4550000,5,34.968338906764984,568748,401.7453193664551,2041.1133766174316,6.756067276000977,71.72465324401855
s,32,142187,4550000,6,34.67770665884018,568748,388.1227970123291,2041.1133766174316,6.756067276000977,33.88667106628418
s,32,142187,4550000,7,48.92975091934204,568748,381.96635246276855,2041.1133766174316,6.756067276000977,55.193424224853516
s,32,142187,4550000,8,59.5458522439003,568748,376.00207328796387,2041.1133766174316,6.756067276000977,66.88261032104492
s,32,142187,4550000,9,42.81952232122421,568748,375.0793933868408,2041.1133766174316,6.756067276000977,50.9335994720459
