scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,1,4550000,4550000,0,758.9602470397949,18200000,6537.635326385498,758.9602470397949,5.423069000244141,0.12302398681640625
s,1,4550000,4550000,1,961.9431495666504,18200000,6529.947996139526,961.9431495666504,5.423069000244141,0.12540817260742188
s,1,4550000,4550000,2,959.5973491668701,18200000,6539.92223739624,961.9431495666504,5.423069000244141,0.12469291687011719
s,1,4550000,4550000,3,963.9499187469482,18200000,6542.56272315979,963.9499187469482,5.423069000244141,0.12350082397460938
s,1,4550000,4550000,4,970.4885482788086,18200000,6553.003549575806,970.4885482788086,5.423069000244141,0.12183189392089844
s,1,4550000,4550000,5,975.2581119537354,18200000,6555.0501346588135,975.2581119537354,5.423069000244141,0.125885009765625
s,1,4550000,4550000,6,977.916955947876,18200000,6613.568067550659,977.916955947876,5.423069000244141,0.12469291687011719
s,1,4550000,4550000,7,977.4770736694336,18200000,6559.536933898926,977.916955947876,5.423069000244141,0.12755393981933594
s,1,4550000,4550000,8,981.9436073303223,18200000,6559.974908828735,981.9436073303223,5.423069000244141,0.12159347534179688
s,1,4550000,4550000,9,989.7499084472656,18200000,6564.330101013184,989.7499084472656,5.423069000244141,0.1480579376220703
