scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,8,568750,4550000,0,112.81841993331909,2275000,1387.709140777588,902.5473594665527,2.3124217987060547,99.6100902557373
s,8,568750,4550000,1,124.67443943023682,2275000,1238.3759021759033,997.3955154418945,2.3124217987060547,161.23270988464355
s,8,568750,4550000,2,115.71502685546875,2275000,1230.5443286895752,997.3955154418945,2.3124217987060547,91.56417846679688
s,8,568750,4550000,3,127.92909145355225,2275000,1241.0409450531006,1023.432731628418,2.3124217987060547,106.85992240905762
s,8,568750,4550000,4,124.19295310974121,2275000,1210.3385925292969,1023.432731628418,2.3124217987060547,48.97642135620117
s,8,568750,4550000,5,119.90278959274292,2275000,1208.1797122955322,1023.432731628418,2.3124217987060547,51.83219909667969
s,8,568750,4550000,6,120.59354782104492,2275000,1243.2708740234375,1023.432731628418,2.3124217987060547,43.60389709472656
s,8,568750,4550000,7,174.55729842185974,2275000,1248.1708526611328,1396.458387374878,2.3124217987060547,147.99165725708008
s,8,568750,4550000,8,128.66628170013428,2275000,1286.6387367248535,1396.458387374878,2.3124217987060547,67.74663925170898
s,8,568750,4550000,9,132.8396499156952,2275000,1299.1502285003662,1396.458387374878,2.3124217987060547,264.8160457611084
