scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,16,284375,4550000,0,63.993632793426514,1137500,0.0882338285446167,69.33259963989258
s,16,284375,4550000,1,62.670767307281494,1137500,0.07917943000793456,69.33259963989258
s,16,284375,4550000,2,70.36197185516357,1137500,0.07780399322509765,69.96989250183105
s,16,284375,4550000,3,64.55375254154205,1137500,0.07546851634979249,69.96989250183105
s,16,284375,4550000,4,66.24190509319305,1137500,0.07445449829101562,69.96989250183105
s,16,284375,4550000,5,65.7673180103302,1137500,0.07675981521606445,69.96989250183105
s,16,284375,4550000,6,75.42923092842102,1137500,0.07806222438812256,73.02165031433105
s,16,284375,4550000,7,68.49119067192078,1137500,0.07515528202056884,73.02165031433105
s,16,284375,4550000,8,66.0904198884964,1137500,0.07597763538360595,73.02165031433105
s,16,284375,4550000,9,68.327397108078,1137500,0.07554621696472168,73.02165031433105
