scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,8,568750,4550000,0,184.45885181427002,2275000,0.15840721130371094,184.3726634979248
s,8,568750,4550000,1,122.51177430152893,2275000,0.13589327335357665,184.3726634979248
s,8,568750,4550000,2,116.56233668327332,2275000,0.13662183284759521,184.3726634979248
s,8,568750,4550000,3,119.24457550048828,2275000,0.13380815982818603,184.3726634979248
s,8,568750,4550000,4,123.91304969787598,2275000,0.13307583332061768,184.3726634979248
s,8,568750,4550000,5,120.74726819992065,2275000,0.1374130964279175,184.3726634979248
s,8,568750,4550000,6,121.8951940536499,2275000,0.13573572635650635,184.3726634979248
s,8,568750,4550000,7,122.24459648132324,2275000,0.13969273567199708,184.3726634979248
s,8,568750,4550000,8,126.11952424049377,2275000,0.14290904998779297,184.3726634979248
s,8,568750,4550000,9,122.74834513664246,2275000,0.13757696151733398,184.3726634979248
