scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,2,2275000,4550000,0,721.9613790512085,9100000,0.5086799144744873,721.84157371521
s,2,2275000,4550000,1,498.6002445220947,9100000,0.45340330600738527,721.84157371521
s,2,2275000,4550000,2,498.2496500015259,9100000,0.44976966381072997,721.84157371521
s,2,2275000,4550000,3,507.12335109710693,9100000,0.4648202657699585,721.84157371521
s,2,2275000,4550000,4,510.805606842041,9100000,0.4539165496826172,721.84157371521
s,2,2275000,4550000,5,504.7205686569214,9100000,0.4522674798965454,721.84157371521
s,2,2275000,4550000,6,525.1688957214355,9100000,0.4546764135360718,721.84157371521
s,2,2275000,4550000,7,531.8644046783447,9100000,0.46031386852264405,721.84157371521
s,2,2275000,4550000,8,525.6749391555786,9100000,0.4563638687133789,721.84157371521
s,2,2275000,4550000,9,528.6178588867188,9100000,0.46100606918334963,721.84157371521
