scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
s,64,71093,4550000,0,30.751846730709076,284372,372.0691204071045,1968.1181907653809,1.5349388122558594,523.2665538787842
s,64,71093,4550000,1,29.87668290734291,284372,287.5375747680664,1968.1181907653809,1.5349388122558594,44.08526420593262
s,64,71093,4550000,2,29.31610867381096,284372,256.55508041381836,1968.1181907653809,1.5349388122558594,135.6983184814453
s,64,71093,4550000,3,24.481043219566345,284372,243.30735206604004,1968.1181907653809,1.5349388122558594,60.28461456298828
s,64,71093,4550000,4,30.92833235859871,284372,255.04374504089355,1979.4132709503174,1.5349388122558594,37.28795051574707
s,64,71093,4550000,5,25.090470910072327,284372,210.97183227539062,1979.4132709503174,1.5349388122558594,69.00548934936523
s,64,71093,4550000,6,27.12833136320114,284372,203.07588577270508,1979.4132709503174,1.5349388122558594,93.77908706665039
s,64,71093,4550000,7,30.009303241968155,284372,198.36091995239258,1979.4132709503174,1.5349388122558594,54.32939529418945
s,64,71093,4550000,8,24.574365466833115,284372,202.35395431518555,1979.4132709503174,1.5349388122558594,58.16984176635742
s,64,71093,4550000,9,23.798581212759018,284372,199.021577835083,1979.4132709503174,1.5349388122558594,58.873653411865234
