scaling,world,rows,max_value,rank,avg_t,tot_l,avg_l,max_t
s,16,284375,4550000,0,57.16337263584137,1137500,0.08650496006011962,57.22975730895996
s,16,284375,4550000,1,61.844587326049805,1137500,0.07696952819824218,62.133073806762695
s,16,284375,4550000,2,63.183680176734924,1137500,0.07486546039581299,63.0185604095459
s,16,284375,4550000,3,63.83898854255676,1137500,0.07436578273773194,64.0404224395752
s,16,284375,4550000,4,67.80864298343658,1137500,0.07467396259307861,68.23110580444336
s,16,284375,4550000,5,76.13708078861237,1137500,0.07424886226654052,75.89936256408691
s,16,284375,4550000,6,63.75449895858765,1137500,0.0753096103668213,75.89936256408691
s,16,284375,4550000,7,65.05678594112396,1137500,0.07340095043182374,75.89936256408691
s,16,284375,4550000,8,63.92870843410492,1137500,0.0720646858215332,75.89936256408691
s,16,284375,4550000,9,66.09007716178894,1137500,0.07246816158294678,75.89936256408691
