scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,4,9100000,36400000,0,4848.260283470154,40437898,6.493091583251953,19393.041133880615,32.50598907470703,459.7005844116211
w,4,9100000,36400000,1,4551.610052585602,40437898,4.945278167724609,19393.041133880615,32.50598907470703,334.48123931884766
w,4,9100000,36400000,2,4400.586307048798,40437898,5.61070442199707,19393.041133880615,32.50598907470703,381.9749355316162
w,4,9100000,36400000,3,4452.07154750824,40437898,6.308794021606445,19393.041133880615,32.50598907470703,368.7734603881836
w,4,9100000,36400000,4,4446.308314800262,40437898,5.438566207885742,19393.041133880615,32.50598907470703,344.0515995025635
w,4,9100000,36400000,5,4581.105470657349,40437898,5.0563812255859375,19393.041133880615,32.50598907470703,486.1140251159668
w,4,9100000,36400000,6,4455.156445503235,40437898,5.462408065795898,19393.041133880615,32.50598907470703,377.17270851135254
w,4,9100000,36400000,7,4436.950206756592,40437898,5.415916442871094,19393.041133880615,32.50598907470703,340.4080867767334
w,4,9100000,36400000,8,4552.079558372498,40437898,5.264759063720703,19393.041133880615,32.50598907470703,507.83586502075195
w,4,9100000,36400000,9,4416.817367076874,40437898,5.151987075805664,19393.041133880615,32.50598907470703,383.90636444091797
