scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,2,9100000,18200000,0,4275.444030761719,20222454,4.1217803955078125,8550.888061523438,10.378599166870117,0.20170211791992188
w,2,9100000,18200000,1,4236.073017120361,20222454,3.567934036254883,8550.888061523438,10.378599166870117,0.8437633514404297
w,2,9100000,18200000,2,4186.03503704071,20222454,3.8416385650634766,8550.888061523438,10.378599166870117,0.8881092071533203
w,2,9100000,18200000,3,4158.381223678589,20222454,4.8313140869140625,8550.888061523438,10.378599166870117,0.8769035339355469
w,2,9100000,18200000,4,4175.5136251449585,20222454,3.643035888671875,8550.888061523438,10.378599166870117,1.3823509216308594
w,2,9100000,18200000,5,4212.419629096985,20222454,4.073858261108398,8550.888061523438,10.378599166870117,0.8413791656494141
w,2,9100000,18200000,6,4192.513227462769,20222454,3.714323043823242,8550.888061523438,10.378599166870117,1.0268688201904297
w,2,9100000,18200000,7,4200.109243392944,20222454,3.854513168334961,8550.888061523438,10.378599166870117,0.8835792541503906
w,2,9100000,18200000,8,4263.234853744507,20222454,3.766298294067383,8550.888061523438,10.378599166870117,0.8695125579833984
w,2,9100000,18200000,9,4286.363959312439,20222454,3.830432891845703,8572.727918624878,10.378599166870117,0.8933544158935547
