scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,16,9100000,145600000,0,5273.477837443352,161774191,12.445926666259766,84375.64539909363,392.8389549255371,683.8610172271729
w,16,9100000,145600000,1,6156.648755073547,161774191,11.003255844116211,98506.38008117676,392.8389549255371,1349.5211601257324
w,16,9100000,145600000,2,5590.908989310265,161774191,12.547016143798828,98506.38008117676,392.8389549255371,627.0565986633301
w,16,9100000,145600000,3,6017.228737473488,161774191,10.67495346069336,98506.38008117676,392.8389549255371,1238.5506629943848
w,16,9100000,145600000,4,6847.924619913101,161774191,11.34634017944336,109566.79391860962,392.8389549255371,2015.8298015594482
w,16,9100000,145600000,5,5864.337086677551,161774191,12.51077651977539,109566.79391860962,392.8389549255371,950.2124786376953
w,16,9100000,145600000,6,5493.687316775322,161774191,10.873079299926758,109566.79391860962,392.8389549255371,581.8588733673096
w,16,9100000,145600000,7,5386.192485690117,161774191,14.997720718383789,109566.79391860962,392.8389549255371,465.92164039611816
w,16,9100000,145600000,8,5303.289070725441,161774191,18.009424209594727,109566.79391860962,392.8389549255371,434.6809387207031
w,16,9100000,145600000,9,5381.981998682022,161774191,16.870737075805664,109566.79391860962,392.8389549255371,518.3360576629639
