scaling,world,rows,max_value,rank,avg_t,tot_l,elapsed_t,max_t,com_init_t,barrier_t
w,8,9100000,72800000,0,2869.6397840976715,36400000,19923.343896865845,22957.118272781372,5.627155303955078,3996.058702468872
w,8,9100000,72800000,1,2014.086127281189,36400000,19358.089208602905,22957.118272781372,5.627155303955078,1107.6107025146484
w,8,9100000,72800000,2,1970.5280363559723,36400000,19247.03335762024,22957.118272781372,5.627155303955078,31.856536865234375
w,8,9100000,72800000,3,1985.224187374115,36400000,19456.891775131226,22957.118272781372,5.627155303955078,381.1919689178467
w,8,9100000,72800000,4,2013.4104192256927,36400000,19196.635961532593,22957.118272781372,5.627155303955078,872.340202331543
w,8,9100000,72800000,5,1973.1020033359528,36400000,19165.156602859497,22957.118272781372,5.627155303955078,157.07635879516602
w,8,9100000,72800000,6,2029.38911318779,36400000,19440.077781677246,22957.118272781372,5.627155303955078,315.0763511657715
w,8,9100000,72800000,7,2099.007397890091,36400000,19423.1436252594,22957.118272781372,5.627155303955078,389.3616199493408
w,8,9100000,72800000,8,2010.148674249649,36400000,19281.110286712646,22957.118272781372,5.627155303955078,394.14048194885254
w,8,9100000,72800000,9,2020.5026865005493,36400000,19575.98614692688,22957.118272781372,5.627155303955078,237.58912086486816
