channel,collective,msg_size,payload_bytes,latency_p50_ms,latency_p99_ms,latency_mean_ms,throughput_MBps,barrier_latency_ms,reps,unsupported,rank,world_size,N,run_id
ucc,scatter,8,8,0.039817,0.049403,0.038946,0.1916,0.0,20,False,0,4,4,1
ucc,scatter,64,64,0.039189,0.058055,0.039674,1.5575,0.0,20,False,0,4,4,1
ucc,scatter,512,512,0.038091,0.044384,0.037772,12.8189,0.0,20,False,0,4,4,1
ucc,scatter,4096,4096,0.065288,0.086213,0.065305,59.831,0.0,20,False,0,4,4,1
ucc,scatter,32768,32768,0.087101,0.12503,0.088565,358.7808,0.0,20,False,0,4,4,1
ucc,scatter,262144,262144,0.385688,0.408511,0.388386,648.1928,0.0,20,False,0,4,4,1
ucc,scatter,1048576,1048576,2.406893,2.499639,2.397806,415.4733,0.0,20,False,0,4,4,1
ucc,scatterv,8,4,0.039155,0.1218,0.043497,0.0974,0.0,20,False,0,4,4,1
ucc,scatterv,64,16,0.038801,0.046036,0.039263,0.3933,0.0,20,False,0,4,4,1
ucc,scatterv,512,128,0.03868,0.040424,0.038092,3.1559,0.0,20,False,0,4,4,1
ucc,scatterv,4096,1024,0.041339,0.050811,0.042183,23.6232,0.0,20,False,0,4,4,1
ucc,scatterv,32768,8192,0.079154,0.106246,0.081391,98.7005,0.0,20,False,0,4,4,1
ucc,scatterv,262144,65536,0.261872,0.294086,0.267743,238.6666,0.0,20,False,0,4,4,1
ucc,scatterv,1048576,262144,1.261821,1.4104,1.279809,198.1264,0.0,20,False,0,4,4,1
ucc,gather,8,8,0.118289,0.142597,0.110556,0.0645,0.0,20,False,0,4,4,1
ucc,gather,64,64,0.059851,0.104315,0.064345,1.0198,0.0,20,False,0,4,4,1
ucc,gather,512,512,0.078517,0.094132,0.076772,6.2188,0.0,20,False,0,4,4,1
ucc,gather,4096,4096,0.083714,0.112275,0.082159,46.662,0.0,20,False,0,4,4,1
ucc,gather,32768,32768,0.101449,0.158951,0.11147,308.0352,0.0,20,False,0,4,4,1
ucc,gather,262144,262144,0.293857,0.311029,0.284505,850.7527,0.0,20,False,0,4,4,1
ucc,gather,1048576,1048576,0.802117,1.014802,0.825831,1246.701,0.0,20,False,0,4,4,1
ucc,allgather,8,8,0.145273,0.173765,0.141952,0.0525,0.0,20,False,0,4,4,1
ucc,allgather,64,64,0.142898,0.203535,0.145086,0.4271,0.0,20,False,0,4,4,1
ucc,allgather,512,512,0.127197,0.249546,0.137877,3.8388,0.0,20,False,0,4,4,1
ucc,allgather,4096,4096,0.261439,0.576951,0.275625,14.9413,0.0,20,False,0,4,4,1
ucc,allgather,32768,32768,0.320094,0.510535,0.331151,97.6275,0.0,20,False,0,4,4,1
ucc,allgather,262144,262144,0.583282,0.676276,0.577831,428.6093,0.0,20,False,0,4,4,1
ucc,allgather,1048576,1048576,1.636488,3.528279,1.814717,611.0647,0.0,20,False,0,4,4,1
ucc,reduce,8,8,0.056636,0.093885,0.048346,0.1347,0.0,20,False,0,4,4,1
ucc,broadcast,8,8,0.029037,0.036711,0.029245,0.2627,0.0,20,False,0,4,4,1
ucc,broadcast,64,64,0.027794,0.043825,0.028938,2.196,0.0,20,False,0,4,4,1
ucc,broadcast,512,512,0.039106,0.042511,0.035891,12.486,0.0,20,False,0,4,4,1
ucc,broadcast,4096,4096,0.044798,0.116901,0.048001,87.1969,0.0,20,False,0,4,4,1
ucc,broadcast,32768,32768,0.051974,0.064083,0.053039,601.2585,0.0,20,False,0,4,4,1
ucc,broadcast,262144,262144,0.073341,0.083737,0.075526,3408.7475,0.0,20,False,0,4,4,1
ucc,broadcast,1048576,1048576,0.206559,0.238729,0.208024,4841.2326,0.0,20,False,0,4,4,1
ucc,allreduce,8,8,0.166755,0.34491,0.164329,0.0458,0.0,20,False,0,4,4,1
ucc,barrier,0,0,0.063585,0.14448,0.069668,0.0,0.063585,20,False,0,4,4,1
